slug,question,category,cluster_id,cluster_label,market_volume,degree
will-openais-valuation-hit-high-1pt5t-by-june-30,Will OpenAI's valuation hit (HIGH) $1.5T by June 30?,business-finance,0,OpenAI,9620.601395000002,56
will-openais-valuation-hit-high-1pt1t-by-june-30,Will OpenAI's valuation hit (HIGH) $1.1T by June 30?,business-finance,0,OpenAI,670.3549449999999,56
will-openais-valuation-hit-high-950b-by-june-30,Will OpenAI's valuation hit (HIGH) $950B by June 30?,business-finance,0,OpenAI,12614.653334000002,56
will-openais-valuation-hit-high-875b-by-june-30,Will OpenAI's valuation hit (HIGH) $875B by June 30?,business-finance,0,OpenAI,5145.799186,56
will-openais-valuation-hit-low-800b-by-june-30,Will OpenAI's valuation hit (LOW) $800B by June 30?,business-finance,0,OpenAI,9506.436914000002,56
will-openais-valuation-hit-low-700b-by-june-30,Will OpenAI's valuation hit (LOW) $700B by June 30?,business-finance,0,OpenAI,2643.7878080000005,56
will-openais-valuation-hit-high-1pt25t-by-june-30,Will OpenAI's valuation hit (HIGH) $1.25T by June 30?,business-finance,0,OpenAI,4444.726354,56
will-openais-valuation-hit-high-1pt0t-by-june-30,Will OpenAI's valuation hit (HIGH) $1.0T by June 30?,business-finance,0,OpenAI,7534.191684999999,56
will-openais-valuation-hit-high-900b-by-june-30,Will OpenAI's valuation hit (HIGH) $900B by June 30?,business-finance,0,OpenAI,26712.247929999987,56
will-openais-valuation-hit-high-850b-by-june-30,Will OpenAI's valuation hit (HIGH) $850B by June 30?,business-finance,0,OpenAI,8273.981352,56
will-openais-valuation-hit-low-750b-by-june-30,Will OpenAI's valuation hit (LOW) $750B by June 30?,business-finance,0,OpenAI,7978.239659000001,56
will-openais-valuation-hit-low-600b-by-june-30,Will OpenAI's valuation hit (LOW) $600B by June 30?,business-finance,0,OpenAI,10050.923017000001,56
anthropic-valued-higher-than-openai-in-2026,Anthropic valued higher than OpenAI in 2026?,business-finance,0,OpenAI,92335.4815229999,56
will-openai-file-for-an-ipo-by-may-22-2026,"Will OpenAI file for an IPO by May 22, 2026?",business-finance,0,OpenAI,50526.726447999994,56
will-openai-file-for-an-ipo-by-may-26-2026,"Will OpenAI file for an IPO by May 26, 2026?",business-finance,0,OpenAI,2721.525359,56
will-openai-file-for-an-ipo-by-may-29-2026,"Will OpenAI file for an IPO by May 29, 2026?",business-finance,0,OpenAI,4384.753739000019,56
will-openai-file-for-an-ipo-by-june-5-2026,"Will OpenAI file for an IPO by June 5, 2026?",business-finance,0,OpenAI,6403.17006800002,56
evt::openai-ipo-closing-market-cap,OpenAI IPO Closing Market Cap,business-finance,0,OpenAI,1708873.7865440005,56
fed-rate-cut-by-june-2026-meeting,Fed rate cut by June 2026 meeting?,business-finance,1,Fed & macro rates,334146.5150189999,49
fed-rate-cut-by-january-2026-meeting-412,Fed rate cut by January 2026 meeting?,business-finance,1,Fed & macro rates,588114.763678,49
fed-rate-cut-by-april-2026-meeting,Fed rate cut by April 2026 meeting?,business-finance,1,Fed & macro rates,542979.3072430016,49
fed-rate-cut-by-march-2026-meeting,Fed rate cut by March 2026 meeting?,business-finance,1,Fed & macro rates,0.0,49
fed-rate-cut-by-september-2026-meeting-264-382,Fed rate cut by September 2026 meeting?,business-finance,1,Fed & macro rates,100203.23102099988,49
fed-rate-cut-by-july-2026-meeting-577,Fed rate cut by July 2026 meeting?,business-finance,1,Fed & macro rates,85239.27096399998,49
fed-rate-cut-by-october-2026-meeting-199-747,Fed rate cut by October 2026 meeting?,business-finance,1,Fed & macro rates,46431.620261000055,49
fed-rate-cut-by-december-2026-meeting,Fed rate cut by December 2026 meeting?,business-finance,1,Fed & macro rates,121459.83466300023,49
will-the-feds-upper-bound-reach-5pt0-or-higher-before-2027-783,Will the Fed’s upper bound reach 5.0% or higher before 2027?,business-finance,1,Fed & macro rates,12551.414398000063,49
will-the-feds-upper-bound-reach-5pt25-or-higher-before-2027-679,Will the Fed’s upper bound reach 5.25% or higher before 2027?,business-finance,1,Fed & macro rates,141016.509875,49
will-the-feds-upper-bound-reach-4pt75-or-higher-before-2027-445-397,Will the Fed’s upper bound reach 4.75% or higher before 2027?,business-finance,1,Fed & macro rates,77087.81064200007,49
will-the-feds-lower-bound-reach-2pt0-or-lower-before-2027-998-393-918-642-545-695-628,Will the Fed’s lower bound reach 2.0% or lower before 2027?,business-finance,1,Fed & macro rates,18203.998882999997,49
will-the-feds-lower-bound-reach-1pt25-or-lower-before-2027-683-273-676-864-498-519,Will the Fed’s lower bound reach 1.25% or lower before 2027?,business-finance,1,Fed & macro rates,1860.512936,49
will-the-feds-lower-bound-reach-1pt75-or-lower-before-2027-123-334-678-153-953-848-473,Will the Fed’s lower bound reach 1.75% or lower before 2027?,business-finance,1,Fed & macro rates,9573.963904000002,49
will-the-feds-lower-bound-reach-0pt5-or-lower-before-2027-459-115-473-497-424-381-849,Will the Fed’s lower bound reach 0.5% or lower before 2027?,business-finance,1,Fed & macro rates,100711.30794900001,49
will-the-feds-lower-bound-reach-0-or-lower-before-2027-196-363-557-457-329-251-881,Will the Fed’s lower bound reach 0% or lower before 2027?,business-finance,1,Fed & macro rates,15370.650452,49
will-the-feds-lower-bound-reach-3pt0-or-lower-before-2027-676-111,Will the Fed’s lower bound reach 3.0% or lower before 2027?,business-finance,1,Fed & macro rates,265809.00480999803,49
will-the-feds-lower-bound-reach-3pt25-or-lower-before-2027-269,Will the Fed’s lower bound reach 3.25% or lower before 2027?,business-finance,1,Fed & macro rates,73777.75763300004,49
will-the-feds-upper-bound-reach-5pt5-or-higher-before-2027-767,Will the Fed’s upper bound reach 5.5% or higher before 2027?,business-finance,1,Fed & macro rates,47452.66850899998,49
will-the-feds-upper-bound-reach-4pt5-or-higher-before-2027-835-459,Will the Fed’s upper bound reach 4.5% or higher before 2027?,business-finance,1,Fed & macro rates,15415.892792000008,49
will-the-feds-upper-bound-reach-4pt25-or-higher-before-2027,Will the Fed’s upper bound reach 4.25% or higher before 2027?,business-finance,1,Fed & macro rates,26986.863660000003,49
will-the-feds-lower-bound-reach-1pt0-or-lower-before-2027-913-827-367-957-973-514,Will the Fed’s lower bound reach 1.0% or lower before 2027?,business-finance,1,Fed & macro rates,1917.741674,49
will-the-feds-lower-bound-reach-1pt5-or-lower-before-2027-323-587-832-877-443,Will the Fed’s lower bound reach 1.5% or lower before 2027?,business-finance,1,Fed & macro rates,27116.141223,49
will-the-feds-lower-bound-reach-0pt75-or-lower-before-2027-363-525-928-736-291-548-229,Will the Fed’s lower bound reach 0.75% or lower before 2027?,business-finance,1,Fed & macro rates,392.58498999999995,49
will-the-feds-lower-bound-reach-0pt25-or-lower-before-2027-173-921-916-764-754-593-935,Will the Fed’s lower bound reach 0.25% or lower before 2027?,business-finance,1,Fed & macro rates,124364.07399600002,49
will-the-feds-lower-bound-reach-2pt25-or-lower-before-2027-766-981-398-889-982,Will the Fed’s lower bound reach 2.25% or lower before 2027?,business-finance,1,Fed & macro rates,30830.198249000015,49
will-the-feds-lower-bound-reach-2pt75-or-lower-before-2027-448-727-854,Will the Fed’s lower bound reach 2.75% or lower before 2027?,business-finance,1,Fed & macro rates,310351.91985199926,49
will-the-feds-lower-bound-reach-2pt5-or-lower-before-2027-289-849-151-768,Will the Fed’s lower bound reach 2.5% or lower before 2027?,business-finance,1,Fed & macro rates,196061.252273,49
will-the-feds-lower-bound-reach-3pt5-or-lower-before-2027,Will the Fed’s lower bound reach 3.5% or lower before 2027?,business-finance,1,Fed & macro rates,9003.116064,49
fed-rate-hike-in-2026,Fed rate hike in 2026?,business-finance,1,Fed & macro rates,1344517.2786619982,49
jerome-powell-out-from-fed-board-by-may-30,Jerome Powell out from Fed Board by May 30?,business-finance,1,Fed & macro rates,218577.2493540002,49
jerome-powell-out-from-fed-board-by-december-31,Jerome Powell out from Fed Board by December 31?,business-finance,1,Fed & macro rates,129688.19895099998,49
jerome-powell-federally-charged-by-june-30,Jerome Powell federally charged by June 30?,business-finance,1,Fed & macro rates,274253.40073599893,49
fed-rate-hike-by-june-2026-meeting,Fed Rate Hike by June 2026 Meeting?,business-finance,1,Fed & macro rates,15632.801721000005,49
fed-rate-hike-by-september-2026-meeting,Fed Rate Hike by September 2026 Meeting?,business-finance,1,Fed & macro rates,2399.8899429999997,49
fed-rate-hike-by-april-2026-meeting,Fed Rate Hike by April 2026 Meeting?,business-finance,1,Fed & macro rates,131307.960291,49
fed-rate-hike-by-july-2026-meeting,Fed Rate Hike by July 2026 Meeting?,business-finance,1,Fed & macro rates,1710.3080229999998,49
fed-rate-hike-by-october-2026-meeting,Fed Rate Hike by October 2026 Meeting?,business-finance,1,Fed & macro rates,2544.714294,49
kevin-warsh-cuts-rates-at-first-fed-meeting,Kevin Warsh cuts rates at first Fed meeting?,business-finance,1,Fed & macro rates,149273.44919000007,49
ecb-rate-hike-in-2026,ECB rate hike in 2026?,business-finance,1,Fed & macro rates,119299.43784300017,49
fed-emergency-rate-cut-before-2027,Fed emergency rate cut before 2027?,business-finance,1,Fed & macro rates,105289.27194699999,49
evt::fed-decision-in-june-825,Fed Decision in June?,business-finance,1,Fed & macro rates,46418981.72770837,49
evt::what-will-the-fed-rate-be-at-the-end-of-2026,What will the Fed rate be at the end of 2026?,business-finance,1,Fed & macro rates,6549903.787937002,49
evt::fed-decisions-mar-jun,Fed decisions (Mar-Jun),business-finance,1,Fed & macro rates,1232815.1009769996,49
evt::bank-of-england-decision-in-june-221,Bank of England decision in June?,business-finance,1,Fed & macro rates,249273.24468400012,49
evt::bank-of-japan-decision-in-june,Bank of Japan Decision in June?,business-finance,1,Fed & macro rates,194718.71700900013,49
evt::ecb-interest-rates-june-2026,ECB Interest Rates: June 2026,business-finance,1,Fed & macro rates,451333.0182449999,49
evt::fed-decision-in-july-181,Fed Decision in July?,business-finance,1,Fed & macro rates,6916807.457150073,49
evt::bank-of-brazil-decision-in-june,Bank of Brazil Decision in June?,business-finance,1,Fed & macro rates,167927.02778400003,49
evt::how-many-fed-rate-cuts-in-2026,How many Fed rate cuts in 2026?,business-finance,1,Fed & macro rates,30384098.546063125,49
spacex-space-exploration-technologies-corp-ipo-before-2027,SpaceX (Space Exploration Technologies Corp.) IPO before 2027?,business-finance,2,SpaceX,621382.462898996,48
spacex-ipo-closing-market-cap-above-1t-274-469,SpaceX IPO closing market cap above $1T?,business-finance,2,SpaceX,422850.7289330007,48
spacex-ipo-closing-market-cap-above-1pt4t-128-653,SpaceX IPO closing market cap above $1.4T?,business-finance,2,SpaceX,133478.86546799992,48
spacex-ipo-closing-market-cap-above-1pt2t-797-138,SpaceX IPO closing market cap above $1.2T?,business-finance,2,SpaceX,267752.44387800037,48
spacex-ipo-closing-market-cap-above-1pt6t-514-594-116,SpaceX IPO closing market cap above $1.6T?,business-finance,2,SpaceX,118647.36385299986,48
spacex-ipo-closing-market-cap-above-1pt8t-631-261,SpaceX IPO closing market cap above $1.8T?,business-finance,2,SpaceX,121531.77788999991,48
spacex-ipo-closing-market-cap-above-2t-649-783,SpaceX IPO closing market cap above $2T?,business-finance,2,SpaceX,465204.5815880001,48
spacex-ipo-closing-market-cap-above-2pt2t-391-286-145,SpaceX IPO closing market cap above $2.2T?,business-finance,2,SpaceX,75556.29889499994,48
spacex-ipo-closing-market-cap-above-2pt4t-574-858-552,SpaceX IPO closing market cap above $2.4T?,business-finance,2,SpaceX,348207.2679439999,48
spacex-ipo-closing-market-cap-above-3t-337-436,SpaceX IPO closing market cap above $3T?,business-finance,2,SpaceX,1012125.7390680009,48
spacex-ipo-closing-market-cap-above-3pt8t,SpaceX IPO closing market cap above $3.8T?,business-finance,2,SpaceX,23078.455291000006,48
spacex-ipo-closing-market-cap-above-3pt2t,SpaceX IPO closing market cap above $3.2T?,business-finance,2,SpaceX,197012.01265,48
spacex-ipo-closing-market-cap-above-3pt4t,SpaceX IPO closing market cap above $3.4T?,business-finance,2,SpaceX,15557.405387999997,48
spacex-ipo-closing-market-cap-above-4t,SpaceX IPO closing market cap above $4T?,business-finance,2,SpaceX,65161.00767700017,48
spacex-ipo-closing-market-cap-above-3pt6t,SpaceX IPO closing market cap above $3.6T?,business-finance,2,SpaceX,26735.80800899999,48
spacex-ipo-closing-market-cap-above-2pt6t,SpaceX IPO closing market cap above $2.6T?,business-finance,2,SpaceX,122449.21456399998,48
spacex-ipo-closing-market-cap-above-2pt8t,SpaceX IPO closing market cap above $2.8T?,business-finance,2,SpaceX,19296.492426,48
will-spacex-ipo-by-march-31-2026,"Will SpaceX IPO by March 31, 2026?",business-finance,2,SpaceX,508146.95969400025,48
will-spacex-ipo-by-june-30-2026-372-264-619,"Will SpaceX IPO by June 30, 2026?",business-finance,2,SpaceX,385748.5255000006,48
will-spacex-ipo-by-september-30-2026-832-864-576-595,"Will SpaceX IPO by September 30, 2026?",business-finance,2,SpaceX,169072.88412000003,48
will-spacex-ipo-by-december-31-2026-773-178-618-527,"Will SpaceX IPO by December 31, 2026?",business-finance,2,SpaceX,200808.990695,48
will-spacex-ipo-by-april-30-2026-245,"Will SpaceX IPO by April 30, 2026?",business-finance,2,SpaceX,627524.3541179997,48
will-spacex-ipo-by-may-31-2026-259,"Will SpaceX IPO by May 31, 2026?",business-finance,2,SpaceX,874332.5727489983,48
will-spacex-ipo-by-june-15-2026-789-854,"Will SpaceX IPO by June 15, 2026?",business-finance,2,SpaceX,213149.91423200027,48
will-spacex-ipo-by-august-31-2026,"Will SpaceX IPO by August 31, 2026?",business-finance,2,SpaceX,123054.92974200005,48
tesla-and-spacex-merger-officially-announced-by-june-30,Tesla and SpaceX merger officially announced by June 30?,business-finance,2,SpaceX,382843.4101640004,48
tesla-and-spacex-merger-officially-announced-by-december-31,Tesla and SpaceX merger officially announced by December 31?,business-finance,2,SpaceX,6505.380190999999,48
will-spacexs-valuation-hit-high-1pt6t-by-june-30,Will SpaceX's valuation hit (HIGH) $1.6T by June 30?,business-finance,2,SpaceX,10510.006352,48
will-spacexs-valuation-hit-low-1pt35t-by-june-30,Will SpaceX's valuation hit (LOW) $1.35T by June 30?,business-finance,2,SpaceX,18793.240132000006,48
will-spacexs-valuation-hit-high-3pt0t-by-june-30,Will SpaceX's valuation hit (HIGH) $3.0T by June 30?,business-finance,2,SpaceX,16488.447456,48
will-spacexs-valuation-hit-high-2pt5t-by-june-30,Will SpaceX's valuation hit (HIGH) $2.5T by June 30?,business-finance,2,SpaceX,28243.685916999995,48
will-spacexs-valuation-hit-high-1pt75t-by-june-30,Will SpaceX's valuation hit (HIGH) $1.75T by June 30?,business-finance,2,SpaceX,7920.437594999996,48
will-spacexs-valuation-hit-high-4pt0t-by-june-30,Will SpaceX's valuation hit (HIGH) $4.0T by June 30?,business-finance,2,SpaceX,32204.750774999997,48
will-spacexs-valuation-hit-high-3pt5t-by-june-30,Will SpaceX's valuation hit (HIGH) $3.5T by June 30?,business-finance,2,SpaceX,10745.851935000002,48
will-spacexs-valuation-hit-high-1pt5t-by-june-30,Will SpaceX's valuation hit (HIGH) $1.5T by June 30?,business-finance,2,SpaceX,12623.089267999998,48
will-spacexs-valuation-hit-high-2pt0t-by-june-30,Will SpaceX's valuation hit (HIGH) $2.0T by June 30?,business-finance,2,SpaceX,7819.7102859999995,48
will-spacexs-valuation-hit-low-1pt4t-by-june-30,Will SpaceX's valuation hit (LOW) $1.4T by June 30?,business-finance,2,SpaceX,69594.200169,48
will-spacexs-valuation-hit-low-1pt3t-by-june-30,Will SpaceX's valuation hit (LOW) $1.3T by June 30?,business-finance,2,SpaceX,32324.648221000007,48
spacex-starship-fully-reusable-before-2027,SpaceX Starship fully reusable before 2027?,business-finance,2,SpaceX,111499.39110700008,48
will-spacex-or-openai-first-ipo-before-2028,Will SpaceX or OpenAI IPO first?,business-finance,2,SpaceX,78207.83906500004,48
evt::how-many-spacex-starship-launches-reach-space-in-2026,How many SpaceX Starship launches reach space in 2026?,business-finance,2,SpaceX,453041.75690100016,48
evt::what-will-spacexs-public-ticker-be,What will SpaceX's public ticker be?,business-finance,2,SpaceX,6627339.44200403,48
evt::spacex-ipo-closing-market-cap-higher-strikes,SpaceX IPO Closing Market Cap (Lower Strikes),business-finance,2,SpaceX,1095845.0576979993,48
evt::in-which-month-will-spacex-ipo,In which month will SpaceX IPO?,business-finance,2,SpaceX,390622.0443110001,48
evt::spacex-ipo-closing-market-cap,SpaceX IPO Closing Market Cap,business-finance,2,SpaceX,2236589.4224220007,48
evt::how-much-will-spacex-raise-in-its-ipo,How much will SpaceX raise in its IPO?,business-finance,2,SpaceX,144285.55943300005,48
evt::which-exchange-will-spacex-list-on,Which exchange will SpaceX list on?,business-finance,2,SpaceX,106581.91895199999,48
evt::what-will-spacexs-ipo-valuation-be,What will SpaceX’s IPO valuation be?,business-finance,2,SpaceX,156123.18139899996,48
evt::spacex-ipo-closing-market-cap-lowest-strikes,SpaceX IPO Closing Market Cap (Lowest Strikes),business-finance,2,SpaceX,3662330.6781530017,48
discord-ipo-before-2027,Discord IPO before 2027?,business-finance,3,IPOs (timing & valuation),452794.4382359996,38
ripple-labs-ipo-before-2027,Ripple Labs IPO before 2027?,business-finance,3,IPOs (timing & valuation),145990.29268400004,38
ramp-ipo-before-2027,Ramp IPO before 2027?,business-finance,3,IPOs (timing & valuation),144100.55600499958,38
vanta-ipo-before-2027,Vanta IPO before 2027?,business-finance,3,IPOs (timing & valuation),130473.17902600013,38
rippling-ipo-before-2027,Rippling IPO before 2027?,business-finance,3,IPOs (timing & valuation),117724.8273649999,38
remote-ipo-before-2027,Remote IPO before 2027?,business-finance,3,IPOs (timing & valuation),54641.858546999974,38
deel-ipo-before-2027,Deel IPO before 2027?,business-finance,3,IPOs (timing & valuation),124463.28159699996,38
glean-ipo-before-2027,Glean IPO before 2027?,business-finance,3,IPOs (timing & valuation),45122.369921,38
applied-intuition-ipo-before-2027,Applied Intuition IPO before 2027?,business-finance,3,IPOs (timing & valuation),195705.86694399995,38
freddie-mac-ipo-before-2027,Freddie Mac IPO before 2027?,business-finance,3,IPOs (timing & valuation),245224.074635,38
once-upon-a-farm-ipo-before-2027,Once Upon a Farm IPO before 2027?,business-finance,3,IPOs (timing & valuation),214543.899252,38
stripe-ipo-before-2027,Stripe IPO before 2027?,business-finance,3,IPOs (timing & valuation),251885.86615099967,38
cerebras-ipo-before-2027,Cerebras IPO before 2027?,business-finance,3,IPOs (timing & valuation),428431.734246,38
celonis-ipo-before-2027,Celonis IPO before 2027?,business-finance,3,IPOs (timing & valuation),207966.154485,38
anduril-ipo-before-2027,Anduril IPO before 2027?,business-finance,3,IPOs (timing & valuation),352356.70454199926,38
brex-ipo-before-2027,Brex IPO before 2027?,business-finance,3,IPOs (timing & valuation),217795.381597,38
anysphere-cursor-ipo-before-2027,Anysphere (Cursor) IPO before 2027?,business-finance,3,IPOs (timing & valuation),97775.7376900001,38
mistral-ai-ipo-before-2027,Mistral AI IPO before 2027?,business-finance,3,IPOs (timing & valuation),149074.97110900018,38
anthropic-ipo-before-2027,Anthropic IPO before 2027?,business-finance,3,IPOs (timing & valuation),254278.92523299923,38
xai-ipo-before-2027,xAI IPO before 2027?,business-finance,3,IPOs (timing & valuation),123058.71404,38
databricks-ipo-before-2027,Databricks IPO before 2027?,business-finance,3,IPOs (timing & valuation),470637.8689989999,38
fannie-mae-ipo-before-2027,Fannie Mae IPO before 2027?,business-finance,3,IPOs (timing & valuation),162039.4286760004,38
wealthfront-ipo-before-2027,Wealthfront IPO before 2027?,business-finance,3,IPOs (timing & valuation),23059.910903,38
waymo-ipo-before-2027,Waymo IPO before 2027?,business-finance,3,IPOs (timing & valuation),52353.057184000005,38
anduril-industries-ipo-before-2027,Anduril Industries IPO before 2027?,business-finance,3,IPOs (timing & valuation),32980.26250800001,38
bytedance-ipo-before-2027,ByteDance IPO before 2027?,business-finance,3,IPOs (timing & valuation),11852.876277999998,38
epic-games-ipo-before-2027,Epic Games IPO before 2027?,business-finance,3,IPOs (timing & valuation),74588.96141200002,38
shein-ipo-before-2027,SHEIN IPO before 2027?,business-finance,3,IPOs (timing & valuation),78498.17163699996,38
revolut-ipo-before-2027,Revolut IPO before 2027?,business-finance,3,IPOs (timing & valuation),57124.30708800001,38
canva-ipo-before-2027,Canva IPO before 2027?,business-finance,3,IPOs (timing & valuation),36947.97758899997,38
ledger-ipo-before-2027,Ledger IPO before 2027?,business-finance,3,IPOs (timing & valuation),510765.7003510005,38
whoop-ipo-before-2027,WHOOP IPO before 2027?,business-finance,3,IPOs (timing & valuation),258.72157100000004,38
evt::perplexity-ipo-closing-market-cap,Perplexity IPO Closing Market Cap,business-finance,3,IPOs (timing & valuation),142156.517272,38
evt::strava-ipo-closing-market-cap,Strava IPO Closing Market Cap,business-finance,3,IPOs (timing & valuation),86154.84492,38
evt::largest-ipo-by-market-cap-in-2026-287,Largest IPO by market cap in 2026?,business-finance,3,IPOs (timing & valuation),2124744.440489999,38
evt::fannie-mae-ipo-closing-market-cap,Fannie Mae IPO Closing Market Cap,business-finance,3,IPOs (timing & valuation),311985.5356069999,38
evt::freddie-mac-ipo-closing-market-cap,Freddie Mac IPO Closing Market Cap,business-finance,3,IPOs (timing & valuation),207720.47956200002,38
evt::databricks-ipo-closing-market-cap,Databricks IPO Closing Market Cap,business-finance,3,IPOs (timing & valuation),408857.99644099997,38
evt::discord-ipo-closing-market-cap,Discord IPO Closing Market Cap,business-finance,3,IPOs (timing & valuation),902883.806097,38
ai-industry-downturn-by-december-31-2025,"AI Industry Downturn by December 31, 2025?",business-finance,4,AI model capability,202990.851035,31
ai-industry-downturn-by-march-31-2026-547,"AI Industry Downturn by March 31, 2026?",business-finance,4,AI model capability,385004.353555,31
ai-industry-downturn-by-december-31-2026-857,AI bubble burst in 2026?,business-finance,4,AI model capability,2263248.016469907,31
will-openai-have-a-1-ai-model-by-june-30,Will OpenAI have a #1 AI model by June 30?,business-finance,4,AI model capability,409912.3229459999,31
will-deepseek-have-a-1-ai-model-by-june-30,Will DeepSeek have a #1 AI model by June 30?,business-finance,4,AI model capability,278266.68233700044,31
will-xai-have-a-1-ai-model-by-june-30,Will xAI have a #1 AI model by June 30?,business-finance,4,AI model capability,561818.9453589999,31
will-anthropic-have-a-1-ai-model-by-june-30,Will Anthropic have a #1 AI model by June 30?,business-finance,4,AI model capability,257970.563525,31
