slug,question,primary_tag,event_id,market_volume,degree,community_id
will-candidate-u-win-the-2026-colorado-governor-democratic-primary-election-851-192,Will Candidate U win the 2026 Colorado Governor Democratic primary election?,politics,97520,0.0,119,0
will-person-f-be-the-republican-nominee-for-senate-in-georgia,Will Person F be the Republican nominee for Senate in Georgia?,politics,80052,0.0,118,0
will-candidate-z-win-the-2026-maine-governor-democratic-primary-election,Will Candidate Z win the 2026 Maine Governor Democratic primary election?,politics,101245,0.0,118,0
will-candidate-m-win-the-2026-maine-governor-democratic-primary-election,Will Candidate M win the 2026 Maine Governor Democratic primary election?,politics,101245,0.0,118,0
will-another-candidate-win-the-2026-colorado-governor-democratic-primary-election-532-718,Will another candidate win the 2026 Colorado Governor Democratic primary election?,politics,97520,0.0,118,0
will-person-a-be-the-republican-nominee-for-senate-in-georgia,Will Person A be the Republican nominee for Senate in Georgia?,politics,80052,0.0,118,0
will-candidate-p-win-the-2026-iowa-governor-democratic-primary-election,Will Candidate P win the 2026 Iowa Governor Democratic primary election?,elections,101229,0.0,118,0
will-person-m-be-the-republican-nominee-for-senate-in-georgia,Will Person M be the Republican nominee for Senate in Georgia?,politics,80052,0.0,117,0
will-candidate-s-win-the-2026-georgia-governor-republican-primary-election,Will Candidate S win the 2026 Georgia Governor Republican primary election?,politics,98211,0.0,117,0
will-candidate-t-win-the-2026-maine-governor-democratic-primary-election,Will Candidate T win the 2026 Maine Governor Democratic primary election?,politics,101245,0.0,117,0
will-candidate-d-win-the-2026-maine-governor-democratic-primary-election,Will Candidate D win the 2026 Maine Governor Democratic primary election?,politics,101245,0.0,116,0
will-candidate-g-be-the-democratic-nominee-for-senate-in-florida,Will Candidate G be the Democratic nominee for Senate in Florida?,politics,95921,0.0,116,0
will-player-r-be-the-democratic-nominee-for-senate-in-maine,Will Player R be the Democratic nominee for Senate in Maine?,politics,45018,0.0,116,0
will-player-l-be-the-republican-nominee-for-senate-in-south-carolina,Will Player L be the Republican nominee for Senate in South Carolina?,elections,45021,0.0,116,0
will-another-candidate-win-the-2026-maine-governor-democratic-primary-election,Will another candidate win the 2026 Maine Governor Democratic primary election?,politics,101245,0.0,116,0
will-player-j-be-the-republican-nominee-for-senate-in-south-carolina,Will Player J be the Republican nominee for Senate in South Carolina?,elections,45021,0.0,115,0
will-person-c-be-the-republican-nominee-for-senate-in-georgia,Will Person C be the Republican nominee for Senate in Georgia?,politics,80052,0.0,114,0
will-candidate-c-win-the-2026-colorado-governor-democratic-primary-election-579-786,Will Candidate C win the 2026 Colorado Governor Democratic primary election?,politics,97520,0.0,114,0
will-player-n-be-the-republican-nominee-for-senate-in-south-carolina,Will Player N be the Republican nominee for Senate in South Carolina?,elections,45021,0.0,114,0
will-michael-bennet-win-the-2026-colorado-governor-democratic-primary-election,Will Michael Bennet win the 2026 Colorado Governor Democratic primary election?,politics,97520,32442.618503000016,114,0
will-person-b-be-the-republican-nominee-for-senate-in-georgia,Will Person B be the Republican nominee for Senate in Georgia?,politics,80052,0.0,114,0
will-candidate-e-win-the-2026-maine-governor-democratic-primary-election,Will Candidate E win the 2026 Maine Governor Democratic primary election?,politics,101245,0.0,114,0
will-candidate-w-win-the-2026-minnesota-governor-republican-primary-election,Will Candidate W win the 2026 Minnesota Governor Republican primary election?,politics,101865,0.0,113,0
will-candidate-n-be-the-democratic-nominee-for-senate-in-florida,Will Candidate N be the Democratic nominee for Senate in Florida?,politics,95921,0.0,113,0
will-candidate-j-win-the-2026-colorado-governor-republican-primary-election,Will Candidate J win the 2026 Colorado Governor Republican primary election?,politics,97534,0.0,113,0
will-candidate-y-win-the-2026-georgia-governor-republican-primary-election,Will Candidate Y win the 2026 Georgia Governor Republican primary election?,politics,98211,0.0,112,0
will-person-e-be-the-republican-nominee-for-senate-in-georgia,Will Person E be the Republican nominee for Senate in Georgia?,politics,80052,0.0,112,0
will-candidate-n-be-the-republican-nominee-for-senate-in-virginia-342,Will Candidate N be the Republican nominee for Senate in Virginia?,politics,91333,0.0,112,0
will-person-d-be-the-republican-nominee-for-senate-in-georgia,Will Person D be the Republican nominee for Senate in Georgia?,politics,80052,0.0,112,0
will-player-l-be-the-democratic-nominee-for-senate-in-maine,Will Player L be the Democratic nominee for Senate in Maine?,politics,45018,0.0,112,0
will-candidate-k-win-the-2026-maine-governor-democratic-primary-election,Will Candidate K win the 2026 Maine Governor Democratic primary election?,politics,101245,0.0,111,0
will-person-l-be-the-republican-nominee-for-senate-in-alabama,Will Person L be the Republican nominee for Senate in Alabama?,politics,80071,0.0,111,0
will-candidate-u-win-the-2026-maine-governor-democratic-primary-election,Will Candidate U win the 2026 Maine Governor Democratic primary election?,politics,101245,0.0,111,0
will-person-o-be-the-republican-nominee-for-senate-in-georgia,Will Person O be the Republican nominee for Senate in Georgia?,politics,80052,0.0,111,0
will-candidate-p-win-the-2026-minnesota-governor-republican-primary-election,Will Candidate P win the 2026 Minnesota Governor Republican primary election?,politics,101865,0.0,110,0
will-person-k-be-the-republican-nominee-for-senate-in-georgia,Will Person K be the Republican nominee for Senate in Georgia?,politics,80052,0.0,110,0
will-candidate-o-win-the-2026-maine-governor-democratic-primary-election,Will Candidate O win the 2026 Maine Governor Democratic primary election?,politics,101245,0.0,109,0
will-candidate-h-win-the-2026-maine-governor-democratic-primary-election,Will Candidate H win the 2026 Maine Governor Democratic primary election?,politics,101245,0.0,109,0
will-candidate-h-win-the-2026-colorado-governor-democratic-primary-election-619-642,Will Candidate H win the 2026 Colorado Governor Democratic primary election?,politics,97520,0.0,109,0
will-candidate-p-win-the-2026-colorado-governor-democratic-primary-election-461-973,Will Candidate P win the 2026 Colorado Governor Democratic primary election?,politics,97520,0.0,109,0
will-person-a-be-the-republican-nominee-for-senate-in-alabama,Will Person A be the Republican nominee for Senate in Alabama?,politics,80071,0.0,109,0
will-person-h-be-the-republican-nominee-for-senate-in-georgia,Will Person H be the Republican nominee for Senate in Georgia?,politics,80052,0.0,109,0
will-candidate-q-win-the-2026-maine-governor-democratic-primary-election,Will Candidate Q win the 2026 Maine Governor Democratic primary election?,politics,101245,0.0,109,0
will-candidate-p-win-the-2026-maine-governor-democratic-primary-election,Will Candidate P win the 2026 Maine Governor Democratic primary election?,politics,101245,0.0,109,0
will-candidate-s-win-the-2026-colorado-governor-republican-primary-election,Will Candidate S win the 2026 Colorado Governor Republican primary election?,politics,97534,0.0,108,0
will-candidate-w-win-the-2026-georgia-governor-republican-primary-election,Will Candidate W win the 2026 Georgia Governor Republican primary election?,politics,98211,0.0,108,0
will-candidate-s-win-the-2026-iowa-governor-democratic-primary-election,Will Candidate S win the 2026 Iowa Governor Democratic primary election?,elections,101229,0.0,108,0
will-candidate-g-win-the-2026-maine-governor-democratic-primary-election,Will Candidate G win the 2026 Maine Governor Democratic primary election?,politics,101245,0.0,107,0
will-candidate-f-win-the-2026-maine-governor-democratic-primary-election,Will Candidate F win the 2026 Maine Governor Democratic primary election?,politics,101245,0.0,107,0
will-candidate-l-win-the-2026-iowa-governor-democratic-primary-election,Will Candidate L win the 2026 Iowa Governor Democratic primary election?,elections,101229,0.0,106,0
will-candidate-o-win-the-2026-colorado-governor-democratic-primary-election-867-973,Will Candidate O win the 2026 Colorado Governor Democratic primary election?,politics,97520,0.0,106,0
will-candidate-g-win-the-2026-tennessee-governor-democratic-primary-election,Will Candidate G win the 2026 Tennessee Governor Democratic primary election?,primaries,101799,0.0,105,0
will-person-w-be-the-republican-nominee-for-senate-in-louisiana-979,Will Person W be the republican nominee for Senate in Louisiana?,politics,111063,0.0,105,0
will-candidate-u-win-the-2026-minnesota-governor-republican-primary-election,Will Candidate U win the 2026 Minnesota Governor Republican primary election?,politics,101865,0.0,105,0
will-candidate-k-be-the-republican-nominee-for-senate-in-minnesota-946,Will Candidate K be the Republican nominee for Senate in Minnesota?,politics,95902,0.0,105,0
will-candidate-l-be-the-republican-nominee-for-senate-in-virginia-317,Will Candidate L be the Republican nominee for Senate in Virginia?,politics,91333,0.0,104,0
will-candidate-o-be-the-republican-nominee-for-senate-in-minnesota-123,Will Candidate O be the Republican nominee for Senate in Minnesota?,politics,95902,0.0,104,0
will-person-j-be-the-republican-nominee-for-senate-in-louisiana-786,Will Person J be the republican nominee for Senate in Louisiana?,politics,111063,0.0,104,0
will-candidate-f-win-the-2026-colorado-governor-democratic-primary-election-366-358,Will Candidate F win the 2026 Colorado Governor Democratic primary election?,politics,97520,0.0,103,0
will-candidate-b-win-the-2026-tennessee-governor-democratic-primary-election,Will Candidate B win the 2026 Tennessee Governor Democratic primary election?,primaries,101799,0.0,103,0
will-player-e-be-the-republican-nominee-for-senate-in-south-carolina,Will Player E be the Republican nominee for Senate in South Carolina?,elections,45021,0.0,103,0
will-candidate-v-win-the-2026-colorado-governor-democratic-primary-election-967-435,Will Candidate V win the 2026 Colorado Governor Democratic primary election?,politics,97520,0.0,102,0
will-another-person-be-the-republican-nominee-for-senate-in-georgia,Will another person be the Republican nominee for Senate in Georgia?,politics,80052,0.0,102,0
will-candidate-n-win-the-2026-vermont-governor-democratic-primary-election-862,Will Candidate N win the 2026 Vermont Governor Democratic primary election?,politics,101822,0.0,101,0
will-player-m-be-the-republican-nominee-for-senate-in-south-carolina,Will Player M be the Republican nominee for Senate in South Carolina?,elections,45021,0.0,101,0
will-person-n-be-the-republican-nominee-for-senate-in-louisiana-654,Will Person N be the republican nominee for Senate in Louisiana?,politics,111063,0.0,101,0
will-candidate-a-win-the-2026-iowa-governor-democratic-primary-election,Will Candidate A win the 2026 Iowa Governor Democratic primary election?,elections,101229,0.0,101,0
will-candidate-k-win-the-2026-vermont-governor-democratic-primary-election-821,Will Candidate K win the 2026 Vermont Governor Democratic primary election?,politics,101822,0.0,101,0
will-person-d-be-the-republican-nominee-for-senate-in-alabama,Will Person D be the Republican nominee for Senate in Alabama?,politics,80071,0.0,100,0
will-candidate-j-win-the-2026-tennessee-governor-democratic-primary-election,Will Candidate J win the 2026 Tennessee Governor Democratic primary election?,primaries,101799,0.0,100,0
will-candidate-d-win-the-2026-georgia-governor-republican-primary-election,Will Candidate D win the 2026 Georgia Governor Republican primary election?,politics,98211,0.0,100,0
will-candidate-l-win-the-2026-tennessee-governor-democratic-primary-election,Will Candidate L win the 2026 Tennessee Governor Democratic primary election?,primaries,101799,0.0,100,0
will-candidate-v-win-the-2026-maine-governor-democratic-primary-election,Will Candidate V win the 2026 Maine Governor Democratic primary election?,politics,101245,0.0,99,0
will-candidate-w-win-the-2026-iowa-governor-democratic-primary-election,Will Candidate W win the 2026 Iowa Governor Democratic primary election?,elections,101229,0.0,99,0
will-candidate-n-win-the-2026-arizona-governor-republican-primary-election,Will Candidate N win the 2026 Arizona Governor Republican primary election?,politics,97315,0.0,99,0
will-candidate-e-win-the-2026-vermont-governor-democratic-primary-election-595,Will Candidate E win the 2026 Vermont Governor Democratic primary election?,politics,101822,0.0,99,0
will-candidate-y-win-the-2026-iowa-governor-democratic-primary-election,Will Candidate Y win the 2026 Iowa Governor Democratic primary election?,elections,101229,0.0,98,0
will-candidate-o-be-the-republican-nominee-for-senate-in-virginia-617,Will Candidate O be the Republican nominee for Senate in Virginia?,politics,91333,0.0,98,0
will-person-m-be-the-republican-nominee-for-senate-in-alabama,Will Person M be the Republican nominee for Senate in Alabama?,politics,80071,0.0,98,0
will-candidate-b-win-the-2026-minnesota-governor-republican-primary-election,Will Candidate B win the 2026 Minnesota Governor Republican primary election?,politics,101865,0.0,98,0
will-candidate-n-win-the-2026-iowa-governor-democratic-primary-election,Will Candidate N win the 2026 Iowa Governor Democratic primary election?,elections,101229,0.0,98,0
will-candidate-r-win-the-2026-minnesota-governor-republican-primary-election,Will Candidate R win the 2026 Minnesota Governor Republican primary election?,politics,101865,0.0,97,0
will-candidate-j-win-the-2026-georgia-governor-republican-primary-election,Will Candidate J win the 2026 Georgia Governor Republican primary election?,politics,98211,0.0,97,0
will-candidate-z-win-the-2026-colorado-governor-democratic-primary-election-592-162,Will Candidate Z win the 2026 Colorado Governor Democratic primary election?,politics,97520,0.0,97,0
will-candidate-y-win-the-2026-arizona-governor-republican-primary-election,Will Candidate Y win the 2026 Arizona Governor Republican primary election?,politics,97315,0.0,96,0
will-candidate-n-win-the-2026-georgia-governor-republican-primary-election,Will Candidate N win the 2026 Georgia Governor Republican primary election?,politics,98211,0.0,96,0
will-candidate-g-win-the-2026-colorado-governor-democratic-primary-election-239-121,Will Candidate G win the 2026 Colorado Governor Democratic primary election?,politics,97520,0.0,95,0
will-candidate-m-win-the-2026-georgia-governor-republican-primary-election,Will Candidate M win the 2026 Georgia Governor Republican primary election?,politics,98211,0.0,95,0
will-player-h-be-the-republican-nominee-for-senate-in-south-carolina,Will Player H be the Republican nominee for Senate in South Carolina?,elections,45021,0.0,95,0
will-candidate-g-win-the-2026-iowa-governor-democratic-primary-election,Will Candidate G win the 2026 Iowa Governor Democratic primary election?,elections,101229,0.0,95,0
will-player-b-be-the-democratic-nominee-for-senate-in-maine,Will Player B be the Democratic nominee for Senate in Maine?,politics,45018,0.0,94,0
will-person-g-be-the-republican-nominee-for-senate-in-georgia,Will Person G be the Republican nominee for Senate in Georgia?,politics,80052,0.0,94,0
will-player-g-be-the-republican-nominee-for-senate-in-south-carolina,Will Player G be the Republican nominee for Senate in South Carolina?,elections,45021,0.0,94,0
will-candidate-c-win-the-2026-vermont-governor-democratic-primary-election-879,Will Candidate C win the 2026 Vermont Governor Democratic primary election?,politics,101822,0.0,94,0
will-william-moses-win-the-2026-colorado-governor-democratic-primary-election-238,Will William Moses win the 2026 Colorado Governor Democratic primary election?,politics,97520,9148.257597000003,93,0
will-person-f-be-the-republican-nominee-for-senate-in-alabama,Will Person F be the Republican nominee for Senate in Alabama?,politics,80071,0.0,93,0
will-candidate-x-win-the-2026-colorado-governor-democratic-primary-election-237-425,Will Candidate X win the 2026 Colorado Governor Democratic primary election?,politics,97520,0.0,93,0
will-candidate-p-win-the-2026-georgia-governor-republican-primary-election,Will Candidate P win the 2026 Georgia Governor Republican primary election?,politics,98211,0.0,93,0
will-person-m-be-the-republican-nominee-for-senate-in-louisiana-926,Will Person M be the republican nominee for Senate in Louisiana?,politics,111063,0.0,93,0
will-candidate-m-win-the-2026-vermont-governor-democratic-primary-election-581,Will Candidate M win the 2026 Vermont Governor Democratic primary election?,politics,101822,0.0,93,0
will-person-o-be-the-republican-nominee-for-senate-in-alabama,Will Person O be the Republican nominee for Senate in Alabama?,politics,80071,0.0,93,0
will-candidate-n-win-the-2026-tennessee-governor-democratic-primary-election,Will Candidate N win the 2026 Tennessee Governor Democratic primary election?,primaries,101799,0.0,92,0
will-person-g-be-the-republican-nominee-for-senate-in-alabama,Will Person G be the Republican nominee for Senate in Alabama?,politics,80071,0.0,92,0
will-person-y-be-the-republican-nominee-for-senate-in-louisiana-756,Will Person Y be the republican nominee for Senate in Louisiana?,politics,111063,0.0,92,0
will-candidate-s-win-the-2026-arizona-governor-republican-primary-election,Will Candidate S win the 2026 Arizona Governor Republican primary election?,politics,97315,0.0,92,0
will-candidate-j-win-the-2026-vermont-governor-democratic-primary-election-648,Will Candidate J win the 2026 Vermont Governor Democratic primary election?,politics,101822,0.0,91,0
will-candidate-t-win-the-2026-iowa-governor-democratic-primary-election,Will Candidate T win the 2026 Iowa Governor Democratic primary election?,elections,101229,0.0,91,0
will-player-a-be-the-democratic-nominee-for-senate-in-maine,Will Player A be the Democratic nominee for Senate in Maine?,politics,45018,0.0,91,0
will-person-s-be-the-republican-nominee-for-senate-in-louisiana-885,Will Person S be the republican nominee for Senate in Louisiana?,politics,111063,0.0,91,0
will-candidate-h-be-the-democratic-nominee-for-senate-in-florida,Will Candidate H be the Democratic nominee for Senate in Florida?,politics,95921,0.0,91,0
will-any-other-person-be-the-republican-nominee-for-senate-in-south-carolina,Will any other person be the Republican nominee for Senate in South Carolina?,elections,45021,0.0,91,0
will-candidate-u-win-the-2026-iowa-governor-democratic-primary-election,Will Candidate U win the 2026 Iowa Governor Democratic primary election?,elections,101229,0.0,91,0
will-candidate-m-be-the-republican-nominee-for-senate-in-minnesota-362,Will Candidate M be the Republican nominee for Senate in Minnesota?,politics,95902,0.0,91,0
will-candidate-d-win-the-2026-vermont-governor-democratic-primary-election-371,Will Candidate D win the 2026 Vermont Governor Democratic primary election?,politics,101822,0.0,91,0
will-person-e-be-the-republican-nominee-for-senate-in-alabama,Will Person E be the Republican nominee for Senate in Alabama?,politics,80071,0.0,90,0
will-person-c-be-the-republican-nominee-for-senate-in-alabama,Will Person C be the Republican nominee for Senate in Alabama?,politics,80071,0.0,90,0
will-candidate-e-be-the-democratic-nominee-for-senate-in-florida,Will Candidate E be the Democratic nominee for Senate in Florida?,politics,95921,0.0,90,0
will-person-r-be-the-republican-nominee-for-senate-in-louisiana-569,Will Person R be the republican nominee for Senate in Louisiana?,politics,111063,0.0,90,0
will-candidate-c-win-the-2026-iowa-governor-democratic-primary-election,Will Candidate C win the 2026 Iowa Governor Democratic primary election?,elections,101229,0.0,89,0
will-player-d-be-the-republican-nominee-for-senate-in-south-carolina,Will Player D be the Republican nominee for Senate in South Carolina?,elections,45021,0.0,89,0
will-candidate-l-win-the-2026-arizona-governor-republican-primary-election,Will Candidate L win the 2026 Arizona Governor Republican primary election?,politics,97315,0.0,89,0
will-person-k-be-the-republican-nominee-for-senate-in-alabama,Will Person K be the Republican nominee for Senate in Alabama?,politics,80071,0.0,89,0
will-person-b-be-the-republican-nominee-for-senate-in-alabama,Will Person B be the Republican nominee for Senate in Alabama?,politics,80071,0.0,88,0
will-person-z-be-the-republican-nominee-for-senate-in-louisiana-177,Will Person Z be the republican nominee for Senate in Louisiana?,politics,111063,0.0,88,0
will-candidate-a-win-the-2026-arizona-governor-republican-primary-election,Will Candidate A win the 2026 Arizona Governor Republican primary election?,politics,97315,0.0,88,0
will-another-candidate-be-the-republican-nominee-for-senate-in-minnesota-537-121-127-563-565-852-239-945-172,Will another candidate be the Republican nominee for Senate in Minnesota?,politics,95902,0.0,88,0
will-candidate-n-win-the-2026-colorado-governor-republican-primary-election,Will Candidate N win the 2026 Colorado Governor Republican primary election?,politics,97534,0.0,88,0
will-candidate-r-win-the-2026-georgia-governor-republican-primary-election,Will Candidate R win the 2026 Georgia Governor Republican primary election?,politics,98211,0.0,88,0
will-candidate-c-win-the-2026-tennessee-governor-democratic-primary-election,Will Candidate C win the 2026 Tennessee Governor Democratic primary election?,primaries,101799,0.0,88,0
will-candidate-m-be-the-republican-nominee-for-senate-in-virginia-355,Will Candidate M be the Republican nominee for Senate in Virginia?,politics,91333,0.0,87,0
will-candidate-j-be-the-republican-nominee-for-senate-in-virginia-198,Will Candidate J be the Republican nominee for Senate in Virginia?,politics,91333,0.0,87,0
will-person-t-be-the-republican-nominee-for-senate-in-louisiana-388,Will Person T be the republican nominee for Senate in Louisiana?,politics,111063,0.0,87,0
will-person-o-be-the-republican-nominee-for-senate-in-louisiana-645,Will Person O be the republican nominee for Senate in Louisiana?,politics,111063,0.0,86,0
will-candidate-m-win-the-2026-iowa-governor-democratic-primary-election,Will Candidate M win the 2026 Iowa Governor Democratic primary election?,elections,101229,0.0,86,0
will-candidate-a-win-the-2026-colorado-governor-republican-primary-election,Will Candidate A win the 2026 Colorado Governor Republican primary election?,politics,97534,0.0,86,0
will-candidate-x-win-the-2026-maine-governor-democratic-primary-election,Will Candidate X win the 2026 Maine Governor Democratic primary election?,politics,101245,0.0,86,0
will-person-b-be-the-republican-nominee-for-senate-in-louisiana-518,Will Person B be the republican nominee for Senate in Louisiana?,politics,111063,0.0,85,0
will-candidate-d-win-the-2026-tennessee-governor-democratic-primary-election,Will Candidate D win the 2026 Tennessee Governor Democratic primary election?,primaries,101799,0.0,85,0
will-candidate-l-win-the-2026-georgia-governor-republican-primary-election,Will Candidate L win the 2026 Georgia Governor Republican primary election?,politics,98211,0.0,85,0
will-person-p-be-the-republican-nominee-for-senate-in-louisiana-135,Will Person P be the republican nominee for Senate in Louisiana?,politics,111063,0.0,85,0
will-candidate-m-be-the-democratic-nominee-for-senate-in-florida,Will Candidate M be the Democratic nominee for Senate in Florida?,politics,95921,0.0,85,0
will-candidate-t-win-the-2026-georgia-governor-republican-primary-election,Will Candidate T win the 2026 Georgia Governor Republican primary election?,politics,98211,0.0,84,0
will-candidate-d-win-the-2026-iowa-governor-democratic-primary-election,Will Candidate D win the 2026 Iowa Governor Democratic primary election?,elections,101229,0.0,84,0
will-candidate-o-win-the-2026-vermont-governor-democratic-primary-election-592,Will Candidate O win the 2026 Vermont Governor Democratic primary election?,politics,101822,0.0,83,0
will-another-candidate-win-the-2026-iowa-governor-democratic-primary-election,Will another candidate win the 2026 Iowa Governor Democratic primary election?,elections,101229,0.0,83,0
will-candidate-b-win-the-2026-georgia-governor-republican-primary-election,Will Candidate B win the 2026 Georgia Governor Republican primary election?,politics,98211,0.0,83,0
will-candidate-h-win-the-2026-vermont-governor-democratic-primary-election-827,Will Candidate H win the 2026 Vermont Governor Democratic primary election?,politics,101822,0.0,83,0
will-candidate-c-win-the-2026-arizona-governor-republican-primary-election,Will Candidate C win the 2026 Arizona Governor Republican primary election?,politics,97315,0.0,83,0
will-another-person-be-the-republican-nominee-for-senate-in-alabama,Will another person be the Republican nominee for Senate in Alabama?,politics,80071,0.0,82,0
will-candidate-l-win-the-2026-vermont-governor-democratic-primary-election-335,Will Candidate L win the 2026 Vermont Governor Democratic primary election?,politics,101822,0.0,82,0
