market_id,micro_group_id,group_label,relationship,rank,confidence,rationale
1397269,geopolitics-2,Will Russia capture Lyman,IMPLIES,7,high,"Same event, different deadlines; earlier deadline is subset of later."
1397270,geopolitics-2,Will Russia capture Lyman,IMPLIES,8,high,"Same event, different deadlines; earlier deadline is subset of later."
663595,geopolitics-3,Will Russia capture all of Kupiansk,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
663596,geopolitics-3,Will Russia capture all of Kupiansk,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2373817,geopolitics-3,Will Russia capture all of Kupiansk,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
929424,geopolitics-3,Will Russia capture all of Kupiansk,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
929425,geopolitics-3,Will Russia capture all of Kupiansk,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1386901,geopolitics-3,Will Russia capture all of Kupiansk,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
1007631,geopolitics-4,Will Russia enter Druzkhivka,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2232192,geopolitics-4,Will Russia enter Druzkhivka,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1007633,geopolitics-5,Will Russia enter Kramatorsk,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2232194,geopolitics-5,Will Russia enter Kramatorsk,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1007635,geopolitics-6,Will Russia enter Kherson,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2232196,geopolitics-6,Will Russia enter Kherson,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1007628,geopolitics-7,Will Russia enter Sloviansk,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2232190,geopolitics-7,Will Russia enter Sloviansk,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1007630,geopolitics-8,Will Russia enter Sumy,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2232191,geopolitics-8,Will Russia enter Sumy,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1007632,geopolitics-9,Will Russia enter Dopropillia,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2232193,geopolitics-9,Will Russia enter Dopropillia,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1007634,geopolitics-10,Will Russia enter Kharkiv,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2232195,geopolitics-10,Will Russia enter Kharkiv,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1007636,geopolitics-11,Will Russia enter Zaporizhia,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2232197,geopolitics-11,Will Russia enter Zaporizhia,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1060097,geopolitics-12,Will Russia capture all of Prymorske,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1060098,geopolitics-12,Will Russia capture all of Prymorske,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1114211,geopolitics-12,Will Russia capture all of Prymorske,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1114178,geopolitics-12,Will Russia capture all of Prymorske,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1397315,geopolitics-12,Will Russia capture all of Prymorske,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
2047638,geopolitics-12,Will Russia capture all of Prymorske,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
2125379,geopolitics-12,Will Russia capture all of Prymorske,IMPLIES,6,high,"Same event, different deadlines; earlier deadline is subset of later."
2125383,geopolitics-12,Will Russia capture all of Prymorske,IMPLIES,7,high,"Same event, different deadlines; earlier deadline is subset of later."
1060079,geopolitics-13,Will Russia capture all of Stepnohirsk,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1114203,geopolitics-13,Will Russia capture all of Stepnohirsk,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1060078,geopolitics-13,Will Russia capture all of Stepnohirsk,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1397303,geopolitics-13,Will Russia capture all of Stepnohirsk,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2053898,geopolitics-13,Will Russia capture all of Stepnohirsk,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
2125369,geopolitics-13,Will Russia capture all of Stepnohirsk,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
2107988,geopolitics-14,Will Russia capture all of Vovchansk,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
665226,geopolitics-14,Will Russia capture all of Vovchansk,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
665227,geopolitics-14,Will Russia capture all of Vovchansk,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2107989,geopolitics-14,Will Russia capture all of Vovchansk,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1007357,geopolitics-14,Will Russia capture all of Vovchansk,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1542467,geopolitics-14,Will Russia capture all of Vovchansk,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
2053609,geopolitics-14,Will Russia capture all of Vovchansk,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
1336363,geopolitics-15,Will Russia capture all of Huliaipole,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1418674,geopolitics-15,Will Russia capture all of Huliaipole,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1567769,geopolitics-15,Will Russia capture all of Huliaipole,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2053585,geopolitics-15,Will Russia capture all of Huliaipole,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2232280,geopolitics-15,Will Russia capture all of Huliaipole,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
595710,geopolitics-16,Will Russia capture Sumy,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1007579,geopolitics-16,Will Russia capture Sumy,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1090494,geopolitics-17,Will Russia capture all of Donetsk Oblast,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1090495,geopolitics-17,Will Russia capture all of Donetsk Oblast,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2246417,geopolitics-17,Will Russia capture all of Donetsk Oblast,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1366917,geopolitics-18,Will Russia enter Ternuvate aga,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1418685,geopolitics-18,Will Russia enter Ternuvate aga,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1729358,geopolitics-18,Will Russia enter Ternuvate aga,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2053677,geopolitics-18,Will Russia enter Ternuvate aga,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2374171,geopolitics-18,Will Russia enter Ternuvate aga,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
1397280,geopolitics-19,Will Russia capture all of Kostyantynivka,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1397281,geopolitics-19,Will Russia capture all of Kostyantynivka,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
695578,geopolitics-20,Will Russia enter Orikhiv,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1007515,geopolitics-20,Will Russia enter Orikhiv,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1007516,geopolitics-20,Will Russia enter Orikhiv,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2053587,geopolitics-20,Will Russia enter Orikhiv,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1436052,geopolitics-20,Will Russia enter Orikhiv,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
2053595,geopolitics-20,Will Russia enter Orikhiv,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
705947,geopolitics-21,Will Russia enter Borova,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1007578,geopolitics-21,Will Russia enter Borova,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1397431,geopolitics-21,Will Russia enter Borova,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2053875,geopolitics-21,Will Russia enter Borova,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2318122,geopolitics-21,Will Russia enter Borova,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
1397290,geopolitics-22,Will Russia capture all of Lyman,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1397291,geopolitics-22,Will Russia capture all of Lyman,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1184756,geopolitics-23,Will Russia capture Bilytske,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1184757,geopolitics-23,Will Russia capture Bilytske,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1567761,geopolitics-23,Will Russia capture Bilytske,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2053788,geopolitics-23,Will Russia capture Bilytske,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2373827,geopolitics-23,Will Russia capture Bilytske,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
2373826,geopolitics-23,Will Russia capture Bilytske,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
1693163,geopolitics-24,Will Russia enter Novooleksandrivka,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1693164,geopolitics-24,Will Russia enter Novooleksandrivka,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2053626,geopolitics-24,Will Russia enter Novooleksandrivka,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2373474,geopolitics-24,Will Russia enter Novooleksandrivka,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2373921,geopolitics-25,Will Russia enter Dobropillia,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
898684,geopolitics-25,Will Russia enter Dobropillia,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1302851,geopolitics-25,Will Russia enter Dobropillia,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1397447,geopolitics-25,Will Russia enter Dobropillia,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2053675,geopolitics-25,Will Russia enter Dobropillia,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
2107913,geopolitics-25,Will Russia enter Dobropillia,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
1494854,geopolitics-26,Will Russia enter Novyi Donbas,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1570381,geopolitics-26,Will Russia enter Novyi Donbas,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2053700,geopolitics-26,Will Russia enter Novyi Donbas,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2107896,geopolitics-26,Will Russia enter Novyi Donbas,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1352755,geopolitics-27,Will Russia enter Khatnie,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1352756,geopolitics-27,Will Russia enter Khatnie,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1567766,geopolitics-27,Will Russia enter Khatnie,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2053920,geopolitics-27,Will Russia enter Khatnie,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2373924,geopolitics-27,Will Russia enter Khatnie,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
2374258,geopolitics-28,Will Ukraine re-enter Uspenivka,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1418718,geopolitics-28,Will Ukraine re-enter Uspenivka,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1729381,geopolitics-28,Will Ukraine re-enter Uspenivka,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2047669,geopolitics-28,Will Ukraine re-enter Uspenivka,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2373875,geopolitics-29,Will Russia capture Sofiivka,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1329559,geopolitics-29,Will Russia capture Sofiivka,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1333272,geopolitics-29,Will Russia capture Sofiivka,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1570409,geopolitics-29,Will Russia capture Sofiivka,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2053849,geopolitics-29,Will Russia capture Sofiivka,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
2107957,geopolitics-29,Will Russia capture Sofiivka,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
1819207,geopolitics-30,Will Russia capture all of Hryshyne,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2053635,geopolitics-30,Will Russia capture all of Hryshyne,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2324260,geopolitics-30,Will Russia capture all of Hryshyne,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1542457,geopolitics-31,Will Russia enter Svitle,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1570386,geopolitics-31,Will Russia enter Svitle,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2053947,geopolitics-31,Will Russia enter Svitle,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2107912,geopolitics-31,Will Russia enter Svitle,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1286765,geopolitics-32,Will Russia capture Havrylivka,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1373773,geopolitics-32,Will Russia capture Havrylivka,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1397320,geopolitics-32,Will Russia capture Havrylivka,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2053904,geopolitics-32,Will Russia capture Havrylivka,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2373844,geopolitics-32,Will Russia capture Havrylivka,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
1302787,geopolitics-33,Will Russia capture all of Ternuvate,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1373735,geopolitics-33,Will Russia capture all of Ternuvate,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1567774,geopolitics-33,Will Russia capture all of Ternuvate,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2053800,geopolitics-33,Will Russia capture all of Ternuvate,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2373818,geopolitics-33,Will Russia capture all of Ternuvate,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
1397463,geopolitics-34,Will Russia enter Mykhailivka,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2053804,geopolitics-34,Will Russia enter Mykhailivka,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2373972,geopolitics-34,Will Russia enter Mykhailivka,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1336157,geopolitics-35,Will Russia capture all of Drobysheve,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1567785,geopolitics-35,Will Russia capture all of Drobysheve,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2053864,geopolitics-35,Will Russia capture all of Drobysheve,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2373808,geopolitics-35,Will Russia capture all of Drobysheve,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1542407,geopolitics-36,Will Russia enter Shevchenko,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1570408,geopolitics-36,Will Russia enter Shevchenko,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2053867,geopolitics-36,Will Russia enter Shevchenko,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2107911,geopolitics-36,Will Russia enter Shevchenko,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2373847,geopolitics-37,Will Russia capture Kupiansk-Vuzlovyi,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1287316,geopolitics-37,Will Russia capture Kupiansk-Vuzlovyi,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1287317,geopolitics-37,Will Russia capture Kupiansk-Vuzlovyi,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1796166,geopolitics-37,Will Russia capture Kupiansk-Vuzlovyi,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2053808,geopolitics-37,Will Russia capture Kupiansk-Vuzlovyi,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
1693139,geopolitics-38,Will Russia enter Vasylivka,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1693140,geopolitics-38,Will Russia enter Vasylivka,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2053678,geopolitics-38,Will Russia enter Vasylivka,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2374235,geopolitics-38,Will Russia enter Vasylivka,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1352741,geopolitics-39,Will Russia enter Pokrovskoe,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1352742,geopolitics-39,Will Russia enter Pokrovskoe,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1397433,geopolitics-39,Will Russia enter Pokrovskoe,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2053801,geopolitics-39,Will Russia enter Pokrovskoe,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2373974,geopolitics-39,Will Russia enter Pokrovskoe,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
1363782,geopolitics-40,Will Russia capture Pokrovka,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1418679,geopolitics-40,Will Russia capture Pokrovka,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1729382,geopolitics-40,Will Russia capture Pokrovka,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2053790,geopolitics-40,Will Russia capture Pokrovka,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2373857,geopolitics-40,Will Russia capture Pokrovka,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
1425979,geopolitics-41,Will Russia enter Stinky,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1729633,geopolitics-41,Will Russia enter Stinky,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
2053964,geopolitics-41,Will Russia enter Stinky,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2373983,geopolitics-41,Will Russia enter Stinky,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
1919417,geopolitics-42,US x Iran permanent peace deal,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
2047426,geopolitics-42,US x Iran permanent peace deal,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1919421,geopolitics-42,US x Iran permanent peace deal,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
2182248,geopolitics-42,US x Iran permanent peace deal,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2182249,geopolitics-42,US x Iran permanent peace deal,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
2182250,geopolitics-42,US x Iran permanent peace deal,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
2099029,geopolitics-42,US x Iran permanent peace deal,IMPLIES,6,high,"Same event, different deadlines; earlier deadline is subset of later."
2297854,geopolitics-42,US x Iran permanent peace deal,IMPLIES,7,high,"Same event, different deadlines; earlier deadline is subset of later."
2324252,geopolitics-42,US x Iran permanent peace deal,IMPLIES,8,high,"Same event, different deadlines; earlier deadline is subset of later."
1919425,geopolitics-42,US x Iran permanent peace deal,IMPLIES,9,high,"Same event, different deadlines; earlier deadline is subset of later."
2334107,geopolitics-42,US x Iran permanent peace deal,IMPLIES,10,high,"Same event, different deadlines; earlier deadline is subset of later."
2270330,geopolitics-42,US x Iran permanent peace deal,IMPLIES,11,high,"Same event, different deadlines; earlier deadline is subset of later."
1962237,geopolitics-42,US x Iran permanent peace deal,IMPLIES,12,high,"Same event, different deadlines; earlier deadline is subset of later."
2270338,geopolitics-42,US x Iran permanent peace deal,IMPLIES,13,high,"Same event, different deadlines; earlier deadline is subset of later."
2155052,geopolitics-42,US x Iran permanent peace deal,IMPLIES,14,high,"Same event, different deadlines; earlier deadline is subset of later."
2308204,geopolitics-43,Will the Iran ceasefire continue,IMPLIES,0,high,"Same event, different deadlines; later deadline is harder (subset)."
2308203,geopolitics-43,Will the Iran ceasefire continue,IMPLIES,1,high,"Same event, different deadlines; later deadline is harder (subset)."
2308202,geopolitics-43,Will the Iran ceasefire continue,IMPLIES,2,high,"Same event, different deadlines; later deadline is harder (subset)."
2308201,geopolitics-43,Will the Iran ceasefire continue,IMPLIES,3,high,"Same event, different deadlines; later deadline is harder (subset)."
2308200,geopolitics-43,Will the Iran ceasefire continue,IMPLIES,4,high,"Same event, different deadlines; later deadline is harder (subset)."
2334099,geopolitics-43,Will the Iran ceasefire continue,IMPLIES,5,high,"Same event, different deadlines; later deadline is harder (subset)."
2308198,geopolitics-43,Will the Iran ceasefire continue,IMPLIES,6,high,"Same event, different deadlines; later deadline is harder (subset)."
2334098,geopolitics-43,Will the Iran ceasefire continue,IMPLIES,7,high,"Same event, different deadlines; later deadline is harder (subset)."
2334097,geopolitics-43,Will the Iran ceasefire continue,IMPLIES,8,high,"Same event, different deadlines; later deadline is harder (subset)."
2308197,geopolitics-43,Will the Iran ceasefire continue,IMPLIES,9,high,"Same event, different deadlines; later deadline is harder (subset)."
2334096,geopolitics-43,Will the Iran ceasefire continue,IMPLIES,10,high,"Same event, different deadlines; later deadline is harder (subset)."
2308196,geopolitics-43,Will the Iran ceasefire continue,IMPLIES,11,high,"Same event, different deadlines; later deadline is harder (subset)."
2308195,geopolitics-43,Will the Iran ceasefire continue,IMPLIES,12,high,"Same event, different deadlines; later deadline is harder (subset)."
2308194,geopolitics-43,Will the Iran ceasefire continue,IMPLIES,13,high,"Same event, different deadlines; later deadline is harder (subset)."
2308205,geopolitics-43,Will the Iran ceasefire continue,IMPLIES,14,high,"Same event, different deadlines; later deadline is harder (subset)."
1982151,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,0,high,"Same event, different deadlines; earlier deadline is subset of later."
1982152,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,1,high,"Same event, different deadlines; earlier deadline is subset of later."
1982153,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,2,high,"Same event, different deadlines; earlier deadline is subset of later."
1959318,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,3,high,"Same event, different deadlines; earlier deadline is subset of later."
2002696,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,4,high,"Same event, different deadlines; earlier deadline is subset of later."
2002697,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,5,high,"Same event, different deadlines; earlier deadline is subset of later."
2002698,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,6,high,"Same event, different deadlines; earlier deadline is subset of later."
1959319,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,7,high,"Same event, different deadlines; earlier deadline is subset of later."
2034715,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,8,high,"Same event, different deadlines; earlier deadline is subset of later."
2034746,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,9,high,"Same event, different deadlines; earlier deadline is subset of later."
2047408,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,10,high,"Same event, different deadlines; earlier deadline is subset of later."
2047409,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,11,high,"Same event, different deadlines; earlier deadline is subset of later."
2047410,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,12,high,"Same event, different deadlines; earlier deadline is subset of later."
2047411,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,13,high,"Same event, different deadlines; earlier deadline is subset of later."
2047412,geopolitics-44,US x Iran diplomatic meeting,IMPLIES,14,high,"Same event, different deadlines; earlier deadline is subset of later."
