market_id,cluster_id,cluster_label
949495,1,Fed & macro rates
949492,1,Fed & macro rates
949494,1,Fed & macro rates
949493,1,Fed & macro rates
1439549,1,Fed & macro rates
1439536,1,Fed & macro rates
1439550,1,Fed & macro rates
1439555,1,Fed & macro rates
656310,0,OpenAI
656311,0,OpenAI
656312,0,OpenAI
2314474,0,OpenAI
2314379,0,OpenAI
2314378,0,OpenAI
996324,4,AI model capability
996325,4,AI model capability
996326,4,AI model capability
996327,4,AI model capability
996328,4,AI model capability
996329,4,AI model capability
996330,4,AI model capability
996331,4,AI model capability
996332,4,AI model capability
996333,4,AI model capability
996334,4,AI model capability
609655,20,Recession
690197,1,Fed & macro rates
690199,1,Fed & macro rates
690201,1,Fed & macro rates
690203,1,Fed & macro rates
690205,1,Fed & macro rates
690207,1,Fed & macro rates
690209,1,Fed & macro rates
690211,1,Fed & macro rates
690220,1,Fed & macro rates
690221,1,Fed & macro rates
690198,1,Fed & macro rates
690200,1,Fed & macro rates
690202,1,Fed & macro rates
690204,1,Fed & macro rates
690206,1,Fed & macro rates
690208,1,Fed & macro rates
690210,1,Fed & macro rates
690212,1,Fed & macro rates
690215,1,Fed & macro rates
690214,1,Fed & macro rates
690225,1,Fed & macro rates
1298648,0,OpenAI
1298649,0,OpenAI
1298657,0,OpenAI
1298659,0,OpenAI
1298658,0,OpenAI
908713,1,Fed & macro rates
2154920,6,Acquisitions / M&A
2307824,5,Anthropic
2307825,5,Anthropic
2299957,5,Anthropic
2299962,5,Anthropic
2299959,5,Anthropic
2299952,5,Anthropic
2299954,5,Anthropic
2299955,5,Anthropic
2299958,5,Anthropic
2299953,5,Anthropic
2299956,5,Anthropic
2299960,5,Anthropic
2299961,5,Anthropic
680950,15,Inflation / CPI
680954,15,Inflation / CPI
680951,15,Inflation / CPI
680949,15,Inflation / CPI
680953,15,Inflation / CPI
680952,15,Inflation / CPI
1665896,15,Inflation / CPI
2241741,15,Inflation / CPI
563650,14,Sports-event-contract regulation
1231857,14,Sports-event-contract regulation
1184762,22,Musk v Altman lawsuit
687554,16,Executive tenure (CEO out)
687556,16,Executive tenure (CEO out)
687558,16,Executive tenure (CEO out)
687555,16,Executive tenure (CEO out)
687557,16,Executive tenure (CEO out)
687559,16,Executive tenure (CEO out)
836162,23,Elon Musk wealth
1067175,8,Bank failures
1067176,8,Bank failures
1067177,8,Bank failures
1067178,8,Bank failures
1067179,8,Bank failures
1067180,8,Bank failures
1067181,8,Bank failures
1067182,8,Bank failures
1918828,8,Bank failures
1918836,8,Bank failures
1918827,8,Bank failures
1918837,8,Bank failures
1918774,8,Bank failures
1918793,8,Bank failures
1918804,8,Bank failures
1918794,8,Bank failures
1918795,8,Bank failures
1918789,8,Bank failures
1918803,8,Bank failures
2307896,0,OpenAI
2307904,0,OpenAI
2299985,0,OpenAI
2299987,0,OpenAI
2299984,0,OpenAI
2299986,0,OpenAI
2299988,0,OpenAI
2299989,0,OpenAI
2299991,0,OpenAI
2299993,0,OpenAI
2299995,0,OpenAI
2299990,0,OpenAI
2299992,0,OpenAI
2299994,0,OpenAI
2299996,0,OpenAI
1087309,17,US unemployment
1087310,17,US unemployment
1087311,17,US unemployment
1087312,17,US unemployment
1087313,17,US unemployment
1296852,2,SpaceX
2252540,2,SpaceX
1115676,1,Fed & macro rates
1115677,1,Fed & macro rates
1285273,4,AI model capability
1285274,4,AI model capability
1285272,4,AI model capability
1285271,4,AI model capability
1285270,4,AI model capability
1073747,19,Meteor strike
1125375,7,US equity / mega-cap
1125378,7,US equity / mega-cap
1125380,7,US equity / mega-cap
1125374,7,US equity / mega-cap
1125383,7,US equity / mega-cap
1125373,7,US equity / mega-cap
1125377,7,US equity / mega-cap
1125376,7,US equity / mega-cap
1125379,7,US equity / mega-cap
1125381,7,US equity / mega-cap
1125382,7,US equity / mega-cap
2236208,7,US equity / mega-cap
2236209,7,US equity / mega-cap
2236210,7,US equity / mega-cap
2236211,7,US equity / mega-cap
2236212,7,US equity / mega-cap
2236358,7,US equity / mega-cap
1295976,0,OpenAI
1295978,0,OpenAI
1295980,0,OpenAI
1295982,0,OpenAI
1295984,0,OpenAI
1295977,0,OpenAI
1295979,0,OpenAI
1295981,0,OpenAI
1295983,0,OpenAI
1295985,0,OpenAI
1285583,4,AI model capability
1285584,4,AI model capability
1285586,4,AI model capability
1999854,4,AI model capability
1999853,4,AI model capability
2129204,21,Chirayu Rana
920210,24,Apple new product line
656313,0,OpenAI
1164197,1,Fed & macro rates
2046618,9,US federal equity stakes
2298926,2,SpaceX
2298930,2,SpaceX
2298911,2,SpaceX
2298915,2,SpaceX
2298922,2,SpaceX
2298906,2,SpaceX
2298908,2,SpaceX
2298928,2,SpaceX
2298918,2,SpaceX
2298929,2,SpaceX
2298931,2,SpaceX
902299,10,10y Treasury yield
902298,10,10y Treasury yield
677021,10,10y Treasury yield
677023,10,10y Treasury yield
677025,10,10y Treasury yield
677027,10,10y Treasury yield
677022,10,10y Treasury yield
677024,10,10y Treasury yield
677026,10,10y Treasury yield
677028,10,10y Treasury yield
677138,10,10y Treasury yield
677140,10,10y Treasury yield
677142,10,10y Treasury yield
677144,10,10y Treasury yield
677146,10,10y Treasury yield
677139,10,10y Treasury yield
677141,10,10y Treasury yield
677143,10,10y Treasury yield
677145,10,10y Treasury yield
2298738,5,Anthropic
2298743,5,Anthropic
2298745,5,Anthropic
2298746,5,Anthropic
2298740,5,Anthropic
2298739,5,Anthropic
2298741,5,Anthropic
2298736,5,Anthropic
2298737,5,Anthropic
2298742,5,Anthropic
2298744,5,Anthropic
2298747,5,Anthropic
573829,4,AI model capability
573830,4,AI model capability
1301998,4,AI model capability
1073738,19,Meteor strike
1808545,1,Fed & macro rates
1808547,1,Fed & macro rates
1808544,1,Fed & macro rates
1808546,1,Fed & macro rates
1808548,1,Fed & macro rates
2008486,1,Fed & macro rates
1280313,4,AI model capability
1280314,4,AI model capability
1280315,4,AI model capability
1280316,4,AI model capability
999095,1,Fed & macro rates
896056,6,Acquisitions / M&A
2167510,18,Airline bankruptcies
2167511,18,Airline bankruptcies
2167512,18,Airline bankruptcies
2167513,18,Airline bankruptcies
2167514,18,Airline bankruptcies
1819217,14,Sports-event-contract regulation
1819219,14,Sports-event-contract regulation
1819221,14,Sports-event-contract regulation
1819223,14,Sports-event-contract regulation
1819216,14,Sports-event-contract regulation
1819218,14,Sports-event-contract regulation
1819220,14,Sports-event-contract regulation
1819222,14,Sports-event-contract regulation
1819224,14,Sports-event-contract regulation
676812,2,SpaceX
1088912,19,Meteor strike
670370,0,OpenAI
676817,25,Tesla robotaxi
677147,1,Fed & macro rates
2298768,0,OpenAI
2298770,0,OpenAI
2298772,0,OpenAI
2298774,0,OpenAI
2298776,0,OpenAI
2298778,0,OpenAI
2298769,0,OpenAI
2298771,0,OpenAI
2298773,0,OpenAI
2298775,0,OpenAI
2298777,0,OpenAI
2298779,0,OpenAI
1323316,9,US federal equity stakes
1323318,9,US federal equity stakes
1323320,9,US federal equity stakes
1323322,9,US federal equity stakes
1323324,9,US federal equity stakes
1323326,9,US federal equity stakes
1323328,9,US federal equity stakes
1323330,9,US federal equity stakes
1323332,9,US federal equity stakes
1323315,9,US federal equity stakes
1323317,9,US federal equity stakes
1323319,9,US federal equity stakes
1323321,9,US federal equity stakes
1323323,9,US federal equity stakes
1323325,9,US federal equity stakes
1323327,9,US federal equity stakes
1323329,9,US federal equity stakes
1323331,9,US federal equity stakes
1985079,0,OpenAI
1296554,6,Acquisitions / M&A
2298935,13,Stripe
2298939,13,Stripe
2298940,13,Stripe
2298932,13,Stripe
2298936,13,Stripe
2298933,13,Stripe
2298938,13,Stripe
2298934,13,Stripe
2298937,13,Stripe
2298941,13,Stripe
2298942,13,Stripe
2129196,21,Chirayu Rana
1298547,2,SpaceX
1335135,12,EUR/USD
1335136,12,EUR/USD
1335137,12,EUR/USD
1335138,12,EUR/USD
1335139,12,EUR/USD
1335140,12,EUR/USD
1335141,12,EUR/USD
1335142,12,EUR/USD
1335143,12,EUR/USD
1335144,12,EUR/USD
1335145,12,EUR/USD
1335146,12,EUR/USD
1335147,12,EUR/USD
676847,4,AI model capability
1590316,16,Executive tenure (CEO out)
670098,20,Recession
2321568,0,OpenAI
2321569,0,OpenAI
2321570,0,OpenAI
2321571,0,OpenAI
negrisk::101772,1,Fed & macro rates
negrisk::102763,2,SpaceX
negrisk::104392,2,SpaceX
negrisk::145689,3,IPOs (timing & valuation)
negrisk::159954,1,Fed & macro rates
negrisk::164439,3,IPOs (timing & valuation)
negrisk::183726,2,SpaceX
negrisk::192082,1,Fed & macro rates
negrisk::196914,3,IPOs (timing & valuation)
negrisk::197776,5,Anthropic
negrisk::200421,2,SpaceX
negrisk::287166,1,Fed & macro rates
negrisk::287195,1,Fed & macro rates
negrisk::287227,1,Fed & macro rates
negrisk::287395,1,Fed & macro rates
negrisk::301531,1,Fed & macro rates
negrisk::307967,2,SpaceX
negrisk::308002,2,SpaceX
negrisk::308036,2,SpaceX
negrisk::308134,2,SpaceX
negrisk::385555,7,US equity / mega-cap
negrisk::385556,7,US equity / mega-cap
negrisk::385557,7,US equity / mega-cap
negrisk::428957,5,Anthropic
negrisk::477999,15,Inflation / CPI
negrisk::48292,0,OpenAI
negrisk::48295,3,IPOs (timing & valuation)
negrisk::48296,3,IPOs (timing & valuation)
negrisk::48297,3,IPOs (timing & valuation)
negrisk::48298,13,Stripe
negrisk::48299,3,IPOs (timing & valuation)
negrisk::48300,5,Anthropic
negrisk::51456,1,Fed & macro rates
negrisk::57711,7,US equity / mega-cap
negrisk::79041,7,US equity / mega-cap
negrisk::98374,2,SpaceX
