market_id,cluster_id,cluster_label
2354045,1,US-Iran diplomacy & sanctions
1707932,5,Iran regime & leadership
997488,29,US territorial expansion (Greenland/Panama/Canada)
665374,6,Iran strikes & military action
1809560,7,Strait of Hormuz shipping & blockade
567621,8,China-Taiwan conflict & relations
1972137,7,Strait of Hormuz shipping & blockade
1961413,7,Strait of Hormuz shipping & blockade
1961410,7,Strait of Hormuz shipping & blockade
1961412,7,Strait of Hormuz shipping & blockade
1961414,7,Strait of Hormuz shipping & blockade
1961411,7,Strait of Hormuz shipping & blockade
1961415,7,Strait of Hormuz shipping & blockade
2007028,7,Strait of Hormuz shipping & blockade
2007435,7,Strait of Hormuz shipping & blockade
2119226,7,Strait of Hormuz shipping & blockade
2119227,7,Strait of Hormuz shipping & blockade
2097821,7,Strait of Hormuz shipping & blockade
2155023,7,Strait of Hormuz shipping & blockade
2354024,7,Strait of Hormuz shipping & blockade
2354022,7,Strait of Hormuz shipping & blockade
2354023,7,Strait of Hormuz shipping & blockade
1808970,10,Iran nuclear & uranium
2006982,10,Iran nuclear & uranium
2006983,10,Iran nuclear & uranium
2183424,10,Iran nuclear & uranium
2355076,10,Iran nuclear & uranium
1198710,5,Iran regime & leadership
1198709,5,Iran regime & leadership
1139293,5,Iran regime & leadership
1090199,5,Iran regime & leadership
1394086,5,Iran regime & leadership
1662841,5,Iran regime & leadership
1707943,5,Iran regime & leadership
663583,5,Iran regime & leadership
1535971,5,Iran regime & leadership
1535973,5,Iran regime & leadership
1535970,5,Iran regime & leadership
1535972,5,Iran regime & leadership
1708132,5,Iran regime & leadership
1708133,5,Iran regime & leadership
589648,4,Venezuela crisis & US action
663544,4,Venezuela crisis & US action
956450,4,Venezuela crisis & US action
1107737,4,Venezuela crisis & US action
2354002,1,US-Iran diplomacy & sanctions
2354003,1,US-Iran diplomacy & sanctions
2354001,1,US-Iran diplomacy & sanctions
2364498,1,US-Iran diplomacy & sanctions
2364499,1,US-Iran diplomacy & sanctions
2364500,1,US-Iran diplomacy & sanctions
2340842,1,US-Iran diplomacy & sanctions
2340839,1,US-Iran diplomacy & sanctions
2340841,1,US-Iran diplomacy & sanctions
2340840,1,US-Iran diplomacy & sanctions
2340844,1,US-Iran diplomacy & sanctions
2340843,1,US-Iran diplomacy & sanctions
1731344,10,Iran nuclear & uranium
1731346,10,Iran nuclear & uranium
1731345,10,Iran nuclear & uranium
2126542,10,Iran nuclear & uranium
2355354,10,Iran nuclear & uranium
1472548,5,Iran regime & leadership
1971905,7,Strait of Hormuz shipping & blockade
1126504,29,US territorial expansion (Greenland/Panama/Canada)
559651,13,China leadership & purges
956590,8,China-Taiwan conflict & relations
666861,62,Trump presidency status
581165,2,Israel-Gaza/Hamas conflict & ceasefire
602010,2,Israel-Gaza/Hamas conflict & ceasefire
612709,2,Israel-Gaza/Hamas conflict & ceasefire
675787,2,Israel-Gaza/Hamas conflict & ceasefire
675788,2,Israel-Gaza/Hamas conflict & ceasefire
1116645,2,Israel-Gaza/Hamas conflict & ceasefire
1116646,2,Israel-Gaza/Hamas conflict & ceasefire
1170144,6,Iran strikes & military action
1170143,6,Iran strikes & military action
1707316,6,Iran strikes & military action
2111562,1,US-Iran diplomacy & sanctions
2111564,1,US-Iran diplomacy & sanctions
2111561,10,Iran nuclear & uranium
2111563,7,Strait of Hormuz shipping & blockade
546805,0,Russia-Ukraine territorial control
546806,0,Russia-Ukraine territorial control
560560,0,Russia-Ukraine territorial control
575194,0,Russia-Ukraine territorial control
642526,0,Russia-Ukraine territorial control
898678,0,Russia-Ukraine territorial control
677361,0,Russia-Ukraine territorial control
677366,0,Russia-Ukraine territorial control
956942,0,Russia-Ukraine territorial control
1397260,0,Russia-Ukraine territorial control
1397301,0,Russia-Ukraine territorial control
2047653,0,Russia-Ukraine territorial control
2159718,0,Russia-Ukraine territorial control
1094735,4,Venezuela crisis & US action
1106813,4,Venezuela crisis & US action
1106815,4,Venezuela crisis & US action
1223511,4,Venezuela crisis & US action
1483606,4,Venezuela crisis & US action
1540956,4,Venezuela crisis & US action
1845280,4,Venezuela crisis & US action
1845281,4,Venezuela crisis & US action
665480,32,NATO future & withdrawals
1820098,32,NATO future & withdrawals
1992954,32,NATO future & withdrawals
548083,17,Russia escalation / NATO clash
610256,17,Russia escalation / NATO clash
1107581,19,Cuba regime & US-Cuba relations
1107560,19,Cuba regime & US-Cuba relations
1107582,19,Cuba regime & US-Cuba relations
2111640,10,Iran nuclear & uranium
560317,37,Russia/Ukraine leadership & elections
628889,2,Israel-Gaza/Hamas conflict & ceasefire
631099,2,Israel-Gaza/Hamas conflict & ceasefire
654676,2,Israel-Gaza/Hamas conflict & ceasefire
654677,2,Israel-Gaza/Hamas conflict & ceasefire
664748,2,Israel-Gaza/Hamas conflict & ceasefire
1090488,2,Israel-Gaza/Hamas conflict & ceasefire
1090489,2,Israel-Gaza/Hamas conflict & ceasefire
957019,10,Iran nuclear & uranium
1107381,22,Mexico & cartel / US action
1107361,22,Mexico & cartel / US action
1107380,22,Mexico & cartel / US action
950187,4,Venezuela crisis & US action
940692,4,Venezuela crisis & US action
2159725,2,Israel-Gaza/Hamas conflict & ceasefire
2159726,2,Israel-Gaza/Hamas conflict & ceasefire
2296151,2,Israel-Gaza/Hamas conflict & ceasefire
2296152,2,Israel-Gaza/Hamas conflict & ceasefire
2241674,2,Israel-Gaza/Hamas conflict & ceasefire
1607575,39,Yemen / Bab el-Mandeb
1609728,39,Yemen / Bab el-Mandeb
1980863,39,Yemen / Bab el-Mandeb
2170254,39,Yemen / Bab el-Mandeb
2170255,39,Yemen / Bab el-Mandeb
956370,13,China leadership & purges
958448,37,Russia/Ukraine leadership & elections
2002563,6,Iran strikes & military action
2002562,6,Iran strikes & military action
2002564,6,Iran strikes & military action
2126515,6,Iran strikes & military action
2126517,6,Iran strikes & military action
2126516,6,Iran strikes & military action
665228,11,Israel-Lebanon/Hezbollah
1323083,11,Israel-Lebanon/Hezbollah
1929172,11,Israel-Lebanon/Hezbollah
628926,2,Israel-Gaza/Hamas conflict & ceasefire
629776,2,Israel-Gaza/Hamas conflict & ceasefire
898685,2,Israel-Gaza/Hamas conflict & ceasefire
657427,2,Israel-Gaza/Hamas conflict & ceasefire
957644,2,Israel-Gaza/Hamas conflict & ceasefire
957645,2,Israel-Gaza/Hamas conflict & ceasefire
957646,2,Israel-Gaza/Hamas conflict & ceasefire
1097263,4,Venezuela crisis & US action
1096292,4,Venezuela crisis & US action
1096293,4,Venezuela crisis & US action
522057,3,Russia-Ukraine ceasefire & peace process
610379,3,Russia-Ukraine ceasefire & peace process
1323364,3,Russia-Ukraine ceasefire & peace process
1097352,4,Venezuela crisis & US action
1097350,4,Venezuela crisis & US action
1107423,4,Venezuela crisis & US action
1107424,4,Venezuela crisis & US action
1096279,4,Venezuela crisis & US action
566493,0,Russia-Ukraine territorial control
642531,0,Russia-Ukraine territorial control
1006892,0,Russia-Ukraine territorial control
1006891,0,Russia-Ukraine territorial control
1249612,0,Russia-Ukraine territorial control
1397269,0,Russia-Ukraine territorial control
1397302,0,Russia-Ukraine territorial control
1397270,0,Russia-Ukraine territorial control
2053573,0,Russia-Ukraine territorial control
523420,3,Russia-Ukraine ceasefire & peace process
610381,3,Russia-Ukraine ceasefire & peace process
677358,3,Russia-Ukraine ceasefire & peace process
677315,2,Israel-Gaza/Hamas conflict & ceasefire
677314,2,Israel-Gaza/Hamas conflict & ceasefire
1107878,19,Cuba regime & US-Cuba relations
610201,17,Russia escalation / NATO clash
628935,17,Russia escalation / NATO clash
1171858,17,Russia escalation / NATO clash
1090496,17,Russia escalation / NATO clash
567689,37,Russia/Ukraine leadership & elections
549333,2,Israel-Gaza/Hamas conflict & ceasefire
677274,2,Israel-Gaza/Hamas conflict & ceasefire
677273,2,Israel-Gaza/Hamas conflict & ceasefire
1385754,6,Iran strikes & military action
1107307,31,Colombia & Petro
1107284,31,Colombia & Petro
1107306,31,Colombia & Petro
592190,17,Russia escalation / NATO clash
614694,17,Russia escalation / NATO clash
677406,17,Russia escalation / NATO clash
570071,2,Israel-Gaza/Hamas conflict & ceasefire
657400,2,Israel-Gaza/Hamas conflict & ceasefire
677357,2,Israel-Gaza/Hamas conflict & ceasefire
1294921,2,Israel-Gaza/Hamas conflict & ceasefire
1294920,2,Israel-Gaza/Hamas conflict & ceasefire
677407,8,China-Taiwan conflict & relations
2002607,11,Israel-Lebanon/Hezbollah
2002609,11,Israel-Lebanon/Hezbollah
2002608,11,Israel-Lebanon/Hezbollah
2333782,11,Israel-Lebanon/Hezbollah
1121887,2,Israel-Gaza/Hamas conflict & ceasefire
1121884,2,Israel-Gaza/Hamas conflict & ceasefire
1641496,2,Israel-Gaza/Hamas conflict & ceasefire
1641497,2,Israel-Gaza/Hamas conflict & ceasefire
1796475,2,Israel-Gaza/Hamas conflict & ceasefire
2176262,7,Strait of Hormuz shipping & blockade
1544750,5,Iran regime & leadership
1544752,5,Iran regime & leadership
1544751,5,Iran regime & leadership
1576159,5,Iran regime & leadership
1707993,5,Iran regime & leadership
2364516,5,Iran regime & leadership
2009635,7,Strait of Hormuz shipping & blockade
1709753,20,Saudi Arabia & Gulf states
1709754,20,Saudi Arabia & Gulf states
1709755,20,Saudi Arabia & Gulf states
2243897,3,Russia-Ukraine ceasefire & peace process
2243895,3,Russia-Ukraine ceasefire & peace process
2243894,3,Russia-Ukraine ceasefire & peace process
2243896,3,Russia-Ukraine ceasefire & peace process
1370652,10,Iran nuclear & uranium
665325,10,Iran nuclear & uranium
1117222,19,Cuba regime & US-Cuba relations
1106634,19,Cuba regime & US-Cuba relations
1447508,19,Cuba regime & US-Cuba relations
1495181,5,Iran regime & leadership
1495182,5,Iran regime & leadership
1559658,5,Iran regime & leadership
1559713,5,Iran regime & leadership
1831356,5,Iran regime & leadership
1831357,5,Iran regime & leadership
2242023,5,Iran regime & leadership
2242020,5,Iran regime & leadership
711244,3,Russia-Ukraine ceasefire & peace process
835892,3,Russia-Ukraine ceasefire & peace process
835893,3,Russia-Ukraine ceasefire & peace process
1243277,3,Russia-Ukraine ceasefire & peace process
1323366,3,Russia-Ukraine ceasefire & peace process
523343,3,Russia-Ukraine ceasefire & peace process
610380,3,Russia-Ukraine ceasefire & peace process
734115,3,Russia-Ukraine ceasefire & peace process
2261102,3,Russia-Ukraine ceasefire & peace process
604470,8,China-Taiwan conflict & relations
2169000,12,Strait of Hormuz: country sends warships
2169001,12,Strait of Hormuz: country sends warships
2169002,12,Strait of Hormuz: country sends warships
2169003,12,Strait of Hormuz: country sends warships
2169004,12,Strait of Hormuz: country sends warships
2169005,12,Strait of Hormuz: country sends warships
2169006,12,Strait of Hormuz: country sends warships
2169007,12,Strait of Hormuz: country sends warships
2169008,12,Strait of Hormuz: country sends warships
2169009,12,Strait of Hormuz: country sends warships
2169010,12,Strait of Hormuz: country sends warships
2169011,12,Strait of Hormuz: country sends warships
2169012,12,Strait of Hormuz: country sends warships
2169013,12,Strait of Hormuz: country sends warships
2169014,12,Strait of Hormuz: country sends warships
2169015,12,Strait of Hormuz: country sends warships
2169016,12,Strait of Hormuz: country sends warships
2169017,12,Strait of Hormuz: country sends warships
2169018,12,Strait of Hormuz: country sends warships
1552200,5,Iran regime & leadership
1552201,5,Iran regime & leadership
1708361,5,Iran regime & leadership
1708362,5,Iran regime & leadership
2002530,11,Israel-Lebanon/Hezbollah
2002531,11,Israel-Lebanon/Hezbollah
2354011,11,Israel-Lebanon/Hezbollah
2354012,11,Israel-Lebanon/Hezbollah
666718,25,Nuclear weapons tests (US/Russia)
666719,25,Nuclear weapons tests (US/Russia)
666720,25,Nuclear weapons tests (US/Russia)
1796338,25,Nuclear weapons tests (US/Russia)
1796381,25,Nuclear weapons tests (US/Russia)
1796310,25,Nuclear weapons tests (US/Russia)
1115301,29,US territorial expansion (Greenland/Panama/Canada)
2119070,7,Strait of Hormuz shipping & blockade
2119072,7,Strait of Hormuz shipping & blockade
2119071,7,Strait of Hormuz shipping & blockade
2119073,7,Strait of Hormuz shipping & blockade
1066556,13,China leadership & purges
1123479,5,Iran regime & leadership
1097262,4,Venezuela crisis & US action
1096294,4,Venezuela crisis & US action
1096295,4,Venezuela crisis & US action
1106788,4,Venezuela crisis & US action
1096654,4,Venezuela crisis & US action
1096705,4,Venezuela crisis & US action
1399380,4,Venezuela crisis & US action
1628448,6,Iran strikes & military action
1628449,6,Iran strikes & military action
1808927,6,Iran strikes & military action
663595,0,Russia-Ukraine territorial control
663596,0,Russia-Ukraine territorial control
929425,0,Russia-Ukraine territorial control
929424,0,Russia-Ukraine territorial control
1386901,0,Russia-Ukraine territorial control
2373817,0,Russia-Ukraine territorial control
1986504,1,US-Iran diplomacy & sanctions
1986506,1,US-Iran diplomacy & sanctions
1986508,1,US-Iran diplomacy & sanctions
1986505,1,US-Iran diplomacy & sanctions
1986507,1,US-Iran diplomacy & sanctions
1007631,0,Russia-Ukraine territorial control
1007633,0,Russia-Ukraine territorial control
1007635,0,Russia-Ukraine territorial control
1007628,0,Russia-Ukraine territorial control
1007630,0,Russia-Ukraine territorial control
1007632,0,Russia-Ukraine territorial control
1007634,0,Russia-Ukraine territorial control
1007636,0,Russia-Ukraine territorial control
2111624,10,Iran nuclear & uranium
994894,44,Greece-Turkey & Erdogan
665495,3,Russia-Ukraine ceasefire & peace process
586321,16,Israel politics (Netanyahu & elections)
604674,16,Israel politics (Netanyahu & elections)
604675,16,Israel politics (Netanyahu & elections)
1280207,16,Israel politics (Netanyahu & elections)
1280208,16,Israel politics (Netanyahu & elections)
2245128,16,Israel politics (Netanyahu & elections)
2354063,16,Israel politics (Netanyahu & elections)
2354062,16,Israel politics (Netanyahu & elections)
523413,32,NATO future & withdrawals
629267,32,NATO future & withdrawals
1807912,32,NATO future & withdrawals
599831,33,TikTok acquisition
599832,33,TikTok acquisition
599833,33,TikTok acquisition
599834,33,TikTok acquisition
599835,33,TikTok acquisition
599836,33,TikTok acquisition
599837,33,TikTok acquisition
665224,3,Russia-Ukraine ceasefire & peace process
2244267,47,Trump Project Freedom
2244268,47,Trump Project Freedom
2333713,47,Trump Project Freedom
1060097,0,Russia-Ukraine territorial control
1060098,0,Russia-Ukraine territorial control
1114178,0,Russia-Ukraine territorial control
1114211,0,Russia-Ukraine territorial control
1397315,0,Russia-Ukraine territorial control
2047638,0,Russia-Ukraine territorial control
2125379,0,Russia-Ukraine territorial control
2125383,0,Russia-Ukraine territorial control
635263,14,India-Pakistan & US relations
635264,14,India-Pakistan & US relations
676386,14,India-Pakistan & US relations
676388,14,India-Pakistan & US relations
677352,14,India-Pakistan & US relations
677356,14,India-Pakistan & US relations
2117145,5,Iran regime & leadership
2117147,3,Russia-Ukraine ceasefire & peace process
2117149,20,Saudi Arabia & Gulf states
2117151,40,South Korea relations & misc
2117153,9,Trump meets/speaks with leader
2117155,9,Trump meets/speaks with leader
2117157,9,Trump meets/speaks with leader
2117159,9,Trump meets/speaks with leader
2117161,9,Trump meets/speaks with leader
2117163,9,Trump meets/speaks with leader
2117144,4,Venezuela crisis & US action
2117146,36,North Korea
2117148,8,China-Taiwan conflict & relations
2117150,3,Russia-Ukraine ceasefire & peace process
2117152,4,Venezuela crisis & US action
2117154,34,UK Labour leadership
2117156,38,Syria
2117158,9,Trump meets/speaks with leader
2117160,1,US-Iran diplomacy & sanctions
2117162,9,Trump meets/speaks with leader
2111605,7,Strait of Hormuz shipping & blockade
1114203,0,Russia-Ukraine territorial control
1060078,0,Russia-Ukraine territorial control
1060079,0,Russia-Ukraine territorial control
1397303,0,Russia-Ukraine territorial control
2053898,0,Russia-Ukraine territorial control
2125369,0,Russia-Ukraine territorial control
1178057,5,Iran regime & leadership
665226,0,Russia-Ukraine territorial control
665227,0,Russia-Ukraine territorial control
1007357,0,Russia-Ukraine territorial control
1542467,0,Russia-Ukraine territorial control
2053609,0,Russia-Ukraine territorial control
2107988,0,Russia-Ukraine territorial control
2107989,0,Russia-Ukraine territorial control
1999843,14,India-Pakistan & US relations
2008302,14,India-Pakistan & US relations
2364880,14,India-Pakistan & US relations
1336363,0,Russia-Ukraine territorial control
1418674,0,Russia-Ukraine territorial control
1567769,0,Russia-Ukraine territorial control
2053585,0,Russia-Ukraine territorial control
2232280,0,Russia-Ukraine territorial control
701301,11,Israel-Lebanon/Hezbollah
950001,11,Israel-Lebanon/Hezbollah
1795678,11,Israel-Lebanon/Hezbollah
1795679,11,Israel-Lebanon/Hezbollah
956980,3,Russia-Ukraine ceasefire & peace process
701367,3,Russia-Ukraine ceasefire & peace process
705780,3,Russia-Ukraine ceasefire & peace process
1069183,3,Russia-Ukraine ceasefire & peace process
1069184,3,Russia-Ukraine ceasefire & peace process
1301527,3,Russia-Ukraine ceasefire & peace process
549369,0,Russia-Ukraine territorial control
595710,0,Russia-Ukraine territorial control
1007579,0,Russia-Ukraine territorial control
1090494,0,Russia-Ukraine territorial control
1090495,0,Russia-Ukraine territorial control
2246417,0,Russia-Ukraine territorial control
687642,8,China-Taiwan conflict & relations
2097554,48,US cabinet (Hegseth)
1633606,8,China-Taiwan conflict & relations
665326,27,Country recognizes Palestine
665327,27,Country recognizes Palestine
665328,27,Country recognizes Palestine
665329,27,Country recognizes Palestine
665330,27,Country recognizes Palestine
665331,27,Country recognizes Palestine
665332,27,Country recognizes Palestine
665333,27,Country recognizes Palestine
665334,27,Country recognizes Palestine
665335,27,Country recognizes Palestine
1478045,5,Iran regime & leadership
1345724,29,US territorial expansion (Greenland/Panama/Canada)
548080,17,Russia escalation / NATO clash
648872,17,Russia escalation / NATO clash
1127402,17,Russia escalation / NATO clash
1124834,17,Russia escalation / NATO clash
610376,3,Russia-Ukraine ceasefire & peace process
2374271,3,Russia-Ukraine ceasefire & peace process
666709,25,Nuclear weapons tests (US/Russia)
666710,25,Nuclear weapons tests (US/Russia)
666711,25,Nuclear weapons tests (US/Russia)
1795590,25,Nuclear weapons tests (US/Russia)
1795596,25,Nuclear weapons tests (US/Russia)
1795597,25,Nuclear weapons tests (US/Russia)
665470,21,Country joins Abraham Accords
665471,21,Country joins Abraham Accords
665472,21,Country joins Abraham Accords
665473,21,Country joins Abraham Accords
665474,21,Country joins Abraham Accords
665475,21,Country joins Abraham Accords
1076686,21,Country joins Abraham Accords
2371881,21,Country joins Abraham Accords
2371880,21,Country joins Abraham Accords
2371883,21,Country joins Abraham Accords
2371882,21,Country joins Abraham Accords
2371884,21,Country joins Abraham Accords
1633611,8,China-Taiwan conflict & relations
677396,10,Iran nuclear & uranium
665736,2,Israel-Gaza/Hamas conflict & ceasefire
1395238,2,Israel-Gaza/Hamas conflict & ceasefire
1395239,2,Israel-Gaza/Hamas conflict & ceasefire
1114326,4,Venezuela crisis & US action
1114327,4,Venezuela crisis & US action
1115092,4,Venezuela crisis & US action
1138909,5,Iran regime & leadership
1138907,5,Iran regime & leadership
1138908,5,Iran regime & leadership
1707560,5,Iran regime & leadership
665502,29,US territorial expansion (Greenland/Panama/Canada)
576154,3,Russia-Ukraine ceasefire & peace process
904730,3,Russia-Ukraine ceasefire & peace process
904731,3,Russia-Ukraine ceasefire & peace process
1060714,45,Nothing Ever Happens (novelty)
1115288,5,Iran regime & leadership
681144,3,Russia-Ukraine ceasefire & peace process
639929,2,Israel-Gaza/Hamas conflict & ceasefire
639928,2,Israel-Gaza/Hamas conflict & ceasefire
677398,2,Israel-Gaza/Hamas conflict & ceasefire
1642010,2,Israel-Gaza/Hamas conflict & ceasefire
1642009,2,Israel-Gaza/Hamas conflict & ceasefire
1097101,4,Venezuela crisis & US action
1097100,4,Venezuela crisis & US action
1301552,4,Venezuela crisis & US action
956449,3,Russia-Ukraine ceasefire & peace process
2287570,19,Cuba regime & US-Cuba relations
2325607,19,Cuba regime & US-Cuba relations
2365130,19,Cuba regime & US-Cuba relations
948731,4,Venezuela crisis & US action
688427,9,Trump meets/speaks with leader
666593,36,North Korea
666594,3,Russia-Ukraine ceasefire & peace process
666595,8,China-Taiwan conflict & relations
666596,20,Saudi Arabia & Gulf states
666597,5,Iran regime & leadership
666598,34,UK Labour leadership
666599,8,China-Taiwan conflict & relations
666600,9,Trump meets/speaks with leader
666601,49,Argentina (Milei)
666602,9,Trump meets/speaks with leader
666603,9,Trump meets/speaks with leader
666604,40,South Korea relations & misc
666605,9,Trump meets/speaks with leader
666606,9,Trump meets/speaks with leader
666607,38,Syria
666608,3,Russia-Ukraine ceasefire & peace process
666609,9,Trump meets/speaks with leader
666610,9,Trump meets/speaks with leader
666611,9,Trump meets/speaks with leader
666612,9,Trump meets/speaks with leader
666613,4,Venezuela crisis & US action
2008485,9,Trump meets/speaks with leader
2126458,28,Crude oil prices & reserves
2126460,28,Crude oil prices & reserves
2126459,28,Crude oil prices & reserves
2126461,28,Crude oil prices & reserves
2354976,7,Strait of Hormuz shipping & blockade
788934,30,Trump visits country
897227,38,Syria
665259,30,Trump visits country
665260,2,Israel-Gaza/Hamas conflict & ceasefire
665261,30,Trump visits country
665262,22,Mexico & cartel / US action
665263,20,Saudi Arabia & Gulf states
665264,30,Trump visits country
665265,30,Trump visits country
665266,40,South Korea relations & misc
665267,30,Trump visits country
665268,3,Russia-Ukraine ceasefire & peace process
665269,3,Russia-Ukraine ceasefire & peace process
665270,8,China-Taiwan conflict & relations
665271,8,China-Taiwan conflict & relations
665272,30,Trump visits country
665273,20,Saudi Arabia & Gulf states
665274,14,India-Pakistan & US relations
665275,30,Trump visits country
665276,44,Greece-Turkey & Erdogan
1175411,36,North Korea
1646000,30,Trump visits country
2002699,14,India-Pakistan & US relations
2002700,11,Israel-Lebanon/Hezbollah
1554168,5,Iran regime & leadership
1707860,5,Iran regime & leadership
1720336,5,Iran regime & leadership
2099105,5,Iran regime & leadership
677408,8,China-Taiwan conflict & relations
566718,2,Israel-Gaza/Hamas conflict & ceasefire
700881,2,Israel-Gaza/Hamas conflict & ceasefire
1939065,2,Israel-Gaza/Hamas conflict & ceasefire
1031504,3,Russia-Ukraine ceasefire & peace process
1059336,3,Russia-Ukraine ceasefire & peace process
1059337,3,Russia-Ukraine ceasefire & peace process
1918966,3,Russia-Ukraine ceasefire & peace process
1918981,3,Russia-Ukraine ceasefire & peace process
1796138,10,Iran nuclear & uranium
682145,38,Syria
682144,38,Syria
2117215,34,UK Labour leadership
2117216,9,Trump meets/speaks with leader
2117219,16,Israel politics (Netanyahu & elections)
2117210,36,North Korea
2117211,3,Russia-Ukraine ceasefire & peace process
2117212,8,China-Taiwan conflict & relations
2117213,20,Saudi Arabia & Gulf states
2117214,3,Russia-Ukraine ceasefire & peace process
2117218,9,Trump meets/speaks with leader
2117217,9,Trump meets/speaks with leader
1124829,3,Russia-Ukraine ceasefire & peace process
1048246,3,Russia-Ukraine ceasefire & peace process
2176270,7,Strait of Hormuz shipping & blockade
1478016,6,Iran strikes & military action
1478020,6,Iran strikes & military action
1478014,6,Iran strikes & military action
1478015,6,Iran strikes & military action
1478018,6,Iran strikes & military action
1478019,6,Iran strikes & military action
1478021,6,Iran strikes & military action
1478017,6,Iran strikes & military action
1117833,4,Venezuela crisis & US action
1244011,4,Venezuela crisis & US action
1795886,4,Venezuela crisis & US action
1366917,0,Russia-Ukraine territorial control
1418685,0,Russia-Ukraine territorial control
1729358,0,Russia-Ukraine territorial control
2053677,0,Russia-Ukraine territorial control
2374171,0,Russia-Ukraine territorial control
693482,18,Country recognizes Israel
693484,18,Country recognizes Israel
693486,18,Country recognizes Israel
693488,18,Country recognizes Israel
693483,18,Country recognizes Israel
693485,18,Country recognizes Israel
693487,18,Country recognizes Israel
693489,18,Country recognizes Israel
693491,18,Country recognizes Israel
693493,18,Country recognizes Israel
693506,18,Country recognizes Israel
693494,18,Country recognizes Israel
693495,18,Country recognizes Israel
693496,18,Country recognizes Israel
693502,18,Country recognizes Israel
1553591,19,Cuba regime & US-Cuba relations
1485248,45,Nothing Ever Happens (novelty)
802373,41,Spain politics
802374,41,Spain politics
567690,44,Greece-Turkey & Erdogan
1100291,4,Venezuela crisis & US action
1544528,16,Israel politics (Netanyahu & elections)
1397280,0,Russia-Ukraine territorial control
1397281,0,Russia-Ukraine territorial control
665363,26,South Korea elections
1373746,8,China-Taiwan conflict & relations
2036170,2,Israel-Gaza/Hamas conflict & ceasefire
956626,37,Russia/Ukraine leadership & elections
1371199,13,China leadership & purges
2105921,20,Saudi Arabia & Gulf states
695578,0,Russia-Ukraine territorial control
1007516,0,Russia-Ukraine territorial control
1007515,0,Russia-Ukraine territorial control
1436052,0,Russia-Ukraine territorial control
2053587,0,Russia-Ukraine territorial control
